text,label,prediction
Candidates may not direct a question to each other .,<NNS>Candidates</NNS><MD>may</MD><RB>not</RB><VB>direct</VB><DT>a</DT><NN>question</NN><TO>to</TO><DT>each</DT><JJ>other</JJ><.>.</.>,<NNP>Candidates</NNP><MD>may</MD><RB>not</RB><VB>direct</VB><DT>a</DT><NN>question</NN><TO>to</TO><DT>each</DT><PRP>other</PRP><.>.</.>
"There will be two-minute closing statements , but no opening statements .","<EX>There</EX><MD>will</MD><VB>be</VB><JJ>two-minute</JJ><NN>closing</NN><NNS>statements</NNS><,>,</,><CC>but</CC><DT>no</DT><VBG>opening</VBG><NNS>statements</NNS><.>.</.>","<VB>There</VB><MD>will</MD><VB>be</VB><JJ>two-minute</JJ><NN>closing</NN><NNS>statements</NNS><,>,</,><CC>but</CC><DT>no</DT><VBG>opening</VBG><NNS>statements</NNS><.>.</.>"
"There is an audience here in the hall , but they will remain absolutely silent for the next 90 minutes , except for now , when they join me in welcoming President Bush and Senator Kerry .","<EX>There</EX><VBZ>is</VBZ><DT>an</DT><NN>audience</NN><RB>here</RB><IN>in</IN><DT>the</DT><NN>hall</NN><,>,</,><CC>but</CC><PRP>they</PRP><MD>will</MD><VB>remain</VB><RB>absolutely</RB><JJ>silent</JJ><IN>for</IN><DT>the</DT><JJ>next</JJ><CD>90</CD><NNS>minutes</NNS><,>,</,><IN>except</IN><IN>for</IN><RB>now</RB><,>,</,><WRB>when</WRB><PRP>they</PRP><VBP>join</VBP><PRP>me</PRP><IN>in</IN><VBG>welcoming</VBG><NNP>President</NNP><NNP>Bush</NNP><CC>and</CC><NNP>Senator</NNP><NNP>Kerry</NNP><.>.</.>","<VBZ>There</VBZ><VBZ>is</VBZ><DT>an</DT><NN>audience</NN><RB>here</RB><IN>in</IN><DT>the</DT><NN>hall</NN><,>,</,><CC>but</CC><PRP>they</PRP><MD>will</MD><VB>remain</VB><RB>absolutely</RB><JJ>silent</JJ><IN>for</IN><DT>the</DT><JJ>next</JJ><CD>90</CD><NNS>minutes</NNS><,>,</,><IN>except</IN><IN>for</IN><RB>now</RB><,>,</,><WRB>when</WRB><PRP>they</PRP><VB>join</VB><PRP>me</PRP><IN>in</IN><VBG>welcoming</VBG><NNP>President</NNP><NNP>Bush</NNP><CC>and</CC><NNP>Senator</NNP><NNP>Kerry</NNP><.>.</.>"
APPLAUSE,<NNP>APPLAUSE</NNP>,<VB>APPLAUSE</VB>
"Good_evening , Mr. President , Senator Kerry .","<NN>Good_evening</NN><,>,</,><NNP>Mr.</NNP><NNP>President</NNP><,>,</,><NNP>Senator</NNP><NNP>Kerry</NNP><.>.</.>","<VB>Good_evening</VB><,>,</,><NNP>Mr.</NNP><NNP>President</NNP><,>,</,><NNP>Senator</NNP><NNP>Kerry</NNP><.>.</.>"
"As determined by a coin toss , the first question goes to you , Senator Kerry .","<IN>As</IN><VBN>determined</VBN><IN>by</IN><DT>a</DT><NN>coin</NN><NN>toss</NN><,>,</,><DT>the</DT><JJ>first</JJ><NN>question</NN><VBZ>goes</VBZ><TO>to</TO><PRP>you</PRP><,>,</,><NNP>Senator</NNP><NNP>Kerry</NNP><.>.</.>","<RB>As</RB><VBN>determined</VBN><IN>by</IN><DT>a</DT><NN>coin</NN><NN>toss</NN><,>,</,><DT>the</DT><JJ>first</JJ><NN>question</NN><VBZ>goes</VBZ><TO>to</TO><PRP>you</PRP><,>,</,><NNP>Senator</NNP><NNP>Kerry</NNP><.>.</.>"
You have two minutes .,<PRP>You</PRP><VBP>have</VBP><CD>two</CD><NNS>minutes</NNS><.>.</.>,<PRP>You</PRP><VBP>have</VBP><CD>two</CD><NNS>minutes</NNS><.>.</.>
Do you believe you could do a better job than President Bush in preventing another 9/11-type terrorist attack on the United States ?,<VBP>Do</VBP><PRP>you</PRP><VB>believe</VB><PRP>you</PRP><MD>could</MD><VB>do</VB><DT>a</DT><JJR>better</JJR><NN>job</NN><IN>than</IN><NNP>President</NNP><NNP>Bush</NNP><IN>in</IN><VBG>preventing</VBG><DT>another</DT><JJ>9/11-type</JJ><JJ>terrorist</JJ><NN>attack</NN><IN>on</IN><DT>the</DT><NNP>United</NNP><NNPS>States</NNPS><.>?</.>,<VB>Do</VB><PRP>you</PRP><VB>believe</VB><PRP>you</PRP><MD>could</MD><VB>do</VB><DT>a</DT><JJR>better</JJR><NN>job</NN><IN>than</IN><NNP>President</NNP><NNP>Bush</NNP><IN>in</IN><VBG>preventing</VBG><DT>another</DT><CD>9/11-type</CD><NN>terrorist</NN><NN>attack</NN><IN>on</IN><DT>the</DT><NNP>United</NNP><NNPS>States</NNPS><.>?</.>
"Yes , I do .","<UH>Yes</UH><,>,</,><PRP>I</PRP><VBP>do</VBP><.>.</.>","<UH>Yes</UH><,>,</,><PRP>I</PRP><VBP>do</VBP><.>.</.>"
"But before I answer further , let me thank you for moderating .","<CC>But</CC><IN>before</IN><PRP>I</PRP><VB>answer</VB><RBR>further</RBR><,>,</,><VBD>let</VBD><PRP>me</PRP><VBP>thank</VBP><PRP>you</PRP><IN>for</IN><VBG>moderating</VBG><.>.</.>","<RB>But</RB><IN>before</IN><PRP>I</PRP><VBP>answer</VBP><RBR>further</RBR><,>,</,><VB>let</VB><PRP>me</PRP><VB>thank</VB><PRP>you</PRP><IN>for</IN><VBG>moderating</VBG><.>.</.>"
I want to thank the University of Miami for hosting us .,<PRP>I</PRP><VBP>want</VBP><TO>to</TO><VB>thank</VB><DT>the</DT><NNP>University</NNP><IN>of</IN><NNP>Miami</NNP><IN>for</IN><VBG>hosting</VBG><PRP>us</PRP><.>.</.>,<PRP>I</PRP><VBP>want</VBP><TO>to</TO><VB>thank</VB><DT>the</DT><NNP>University</NNP><IN>of</IN><NNP>Miami</NNP><IN>for</IN><VBG>hosting</VBG><PRP>us</PRP><.>.</.>
And I know the president will join me in welcoming all of Florida to this debate .,<CC>And</CC><PRP>I</PRP><VBP>know</VBP><DT>the</DT><NN>president</NN><MD>will</MD><VB>join</VB><PRP>me</PRP><IN>in</IN><VBG>welcoming</VBG><DT>all</DT><IN>of</IN><NNP>Florida</NNP><TO>to</TO><DT>this</DT><NN>debate</NN><.>.</.>,<CC>And</CC><PRP>I</PRP><VBP>know</VBP><DT>the</DT><NN>president</NN><MD>will</MD><VB>join</VB><PRP>me</PRP><IN>in</IN><VBG>welcoming</VBG><PDT>all</PDT><IN>of</IN><NNP>Florida</NNP><TO>to</TO><DT>this</DT><NN>debate</NN><.>.</.>
You 've been through the roughest weeks anybody could imagine .,<PRP>You</PRP><VBP>'ve</VBP><VBN>been</VBN><IN>through</IN><DT>the</DT><JJ>roughest</JJ><NNS>weeks</NNS><NN>anybody</NN><MD>could</MD><VB>imagine</VB><.>.</.>,<PRP>You</PRP><VBP>'ve</VBP><VBN>been</VBN><IN>through</IN><DT>the</DT><JJS>roughest</JJS><NNS>weeks</NNS><NN>anybody</NN><MD>could</MD><VB>imagine</VB><.>.</.>
hearts go out to you .,<NNS>hearts</NNS><VBP>go</VBP><RP>out</RP><TO>to</TO><PRP>you</PRP><.>.</.>,<NNS>hearts</NNS><VBP>go</VBP><RP>out</RP><TO>to</TO><PRP>you</PRP><.>.</.>
And we admire pluck and perseverance .,<CC>And</CC><PRP>we</PRP><VBP>admire</VBP><NN>pluck</NN><CC>and</CC><NN>perseverance</NN><.>.</.>,<CC>And</CC><PRP>we</PRP><VBP>admire</VBP><NN>pluck</NN><CC>and</CC><NN>perseverance</NN><.>.</.>
I can make American safer than President Bush has made us .,<PRP>I</PRP><MD>can</MD><VB>make</VB><NNP>American</NNP><JJR>safer</JJR><IN>than</IN><NNP>President</NNP><NNP>Bush</NNP><VBZ>has</VBZ><VBN>made</VBN><PRP>us</PRP><.>.</.>,<PRP>I</PRP><MD>can</MD><VB>make</VB><JJ>American</JJ><JJR>safer</JJR><IN>than</IN><NNP>President</NNP><NNP>Bush</NNP><VBZ>has</VBZ><VBN>made</VBN><PRP>us</PRP><.>.</.>
And I believe President Bush and I both love country equally .,<CC>And</CC><PRP>I</PRP><VBP>believe</VBP><NNP>President</NNP><NNP>Bush</NNP><CC>and</CC><PRP>I</PRP><DT>both</DT><VBP>love</VBP><NN>country</NN><RB>equally</RB><.>.</.>,<CC>And</CC><PRP>I</PRP><VBP>believe</VBP><NNP>President</NNP><NNP>Bush</NNP><CC>and</CC><PRP>I</PRP><DT>both</DT><VBP>love</VBP><NN>country</NN><RB>equally</RB><.>.</.>
But we just have a different set of convictions about how you make America safe .,<CC>But</CC><PRP>we</PRP><RB>just</RB><VBP>have</VBP><DT>a</DT><JJ>different</JJ><NN>set</NN><IN>of</IN><NNS>convictions</NNS><IN>about</IN><WRB>how</WRB><PRP>you</PRP><VBP>make</VBP><NNP>America</NNP><JJ>safe</JJ><.>.</.>,<CC>But</CC><PRP>we</PRP><RB>just</RB><VB>have</VB><DT>a</DT><JJ>different</JJ><NN>set</NN><IN>of</IN><NNS>convictions</NNS><IN>about</IN><WRB>how</WRB><PRP>you</PRP><VBP>make</VBP><NNP>America</NNP><JJ>safe</JJ><.>.</.>
I believe America is safest and strongest when we are leading the world and we are leading strong alliances .,<PRP>I</PRP><VBP>believe</VBP><NNP>America</NNP><VBZ>is</VBZ><JJS>safest</JJS><CC>and</CC><JJS>strongest</JJS><WRB>when</WRB><PRP>we</PRP><VBP>are</VBP><VBG>leading</VBG><DT>the</DT><NN>world</NN><CC>and</CC><PRP>we</PRP><VBP>are</VBP><VBG>leading</VBG><JJ>strong</JJ><NNS>alliances</NNS><.>.</.>,<PRP>I</PRP><VBP>believe</VBP><NNP>America</NNP><VBZ>is</VBZ><RBR>safest</RBR><CC>and</CC><RBR>strongest</RBR><WRB>when</WRB><PRP>we</PRP><VBP>are</VBP><VBG>leading</VBG><DT>the</DT><NN>world</NN><CC>and</CC><PRP>we</PRP><VBP>are</VBP><VBG>leading</VBG><JJ>strong</JJ><NNS>alliances</NNS><.>.</.>
I 'll never give a veto to any country over security .,<PRP>I</PRP><MD>'ll</MD><RB>never</RB><VB>give</VB><DT>a</DT><NN>veto</NN><TO>to</TO><DT>any</DT><NN>country</NN><IN>over</IN><NN>security</NN><.>.</.>,<PRP>I</PRP><MD>'ll</MD><RB>never</RB><VB>give</VB><DT>a</DT><NN>veto</NN><TO>to</TO><DT>any</DT><NN>country</NN><IN>over</IN><NN>security</NN><.>.</.>
But I also know how to lead those alliances .,<CC>But</CC><PRP>I</PRP><RB>also</RB><VBP>know</VBP><WRB>how</WRB><TO>to</TO><VB>lead</VB><DT>those</DT><NNS>alliances</NNS><.>.</.>,<NN>But</NN><PRP>I</PRP><RB>also</RB><VB>know</VB><WRB>how</WRB><TO>to</TO><VB>lead</VB><DT>those</DT><NNS>alliances</NNS><.>.</.>
"This president has left them in shatters across the globe , and we 're now 90 percent of the casualties in Iraq and 90 percent of the costs .","<DT>This</DT><NN>president</NN><VBZ>has</VBZ><VBN>left</VBN><PRP>them</PRP><IN>in</IN><NNP>shatters</NNP><IN>across</IN><DT>the</DT><NN>globe</NN><,>,</,><CC>and</CC><PRP>we</PRP><VBP>'re</VBP><RB>now</RB><CD>90</CD><NN>percent</NN><IN>of</IN><DT>the</DT><NNS>casualties</NNS><IN>in</IN><NNP>Iraq</NNP><CC>and</CC><CD>90</CD><NN>percent</NN><IN>of</IN><DT>the</DT><NNS>costs</NNS><.>.</.>","<DT>This</DT><NN>president</NN><VBZ>has</VBZ><VBN>left</VBN><PRP>them</PRP><IN>in</IN><NNS>shatters</NNS><IN>across</IN><DT>the</DT><NN>globe</NN><,>,</,><CC>and</CC><PRP>we</PRP><VBP>'re</VBP><RB>now</RB><CD>90</CD><NN>percent</NN><IN>of</IN><DT>the</DT><NNS>casualties</NNS><IN>in</IN><NNP>Iraq</NNP><CC>and</CC><CD>90</CD><NN>percent</NN><IN>of</IN><DT>the</DT><NNS>costs</NNS><.>.</.>"
"I think that 's wrong , and I think we can do better .","<PRP>I</PRP><VBP>think</VBP><IN>that</IN><VBZ>'s</VBZ><JJ>wrong</JJ><,>,</,><CC>and</CC><PRP>I</PRP><VBP>think</VBP><PRP>we</PRP><MD>can</MD><VB>do</VB><RBR>better</RBR><.>.</.>","<PRP>I</PRP><VBP>think</VBP><IN>that</IN><VBZ>'s</VBZ><JJ>wrong</JJ><,>,</,><CC>and</CC><PRP>I</PRP><VBP>think</VBP><PRP>we</PRP><MD>can</MD><VB>do</VB><RBR>better</RBR><.>.</.>"
I have a better plan for homeland security .,<PRP>I</PRP><VBP>have</VBP><DT>a</DT><JJR>better</JJR><NN>plan</NN><IN>for</IN><NN>homeland</NN><NN>security</NN><.>.</.>,<PRP>I</PRP><VBP>have</VBP><DT>a</DT><JJR>better</JJR><NN>plan</NN><IN>for</IN><NN>homeland</NN><NN>security</NN><.>.</.>
"Mr. President , you have a 90-second rebuttal .","<NNP>Mr.</NNP><NNP>President</NNP><,>,</,><PRP>you</PRP><VBP>have</VBP><DT>a</DT><JJ>90-second</JJ><NN>rebuttal</NN><.>.</.>","<NNP>Mr.</NNP><NNP>President</NNP><,>,</,><PRP>you</PRP><VBP>have</VBP><DT>a</DT><CD>90-second</CD><NN>rebuttal</NN><.>.</.>"
"I , too , thank the University of Miami , and say prayers are with the good people of this state , who 've suffered a lot .","<PRP>I</PRP><,>,</,><RB>too</RB><,>,</,><VBP>thank</VBP><DT>the</DT><NNP>University</NNP><IN>of</IN><NNP>Miami</NNP><,>,</,><CC>and</CC><VB>say</VB><NNS>prayers</NNS><VBP>are</VBP><IN>with</IN><DT>the</DT><JJ>good</JJ><NNS>people</NNS><IN>of</IN><DT>this</DT><NN>state</NN><,>,</,><WP>who</WP><VBP>'ve</VBP><VBN>suffered</VBN><DT>a</DT><NN>lot</NN><.>.</.>","<PRP>I</PRP><,>,</,><RB>too</RB><,>,</,><VB>thank</VB><DT>the</DT><NNP>University</NNP><IN>of</IN><NNP>Miami</NNP><,>,</,><CC>and</CC><VB>say</VB><NNS>prayers</NNS><VBP>are</VBP><IN>with</IN><DT>the</DT><JJ>good</JJ><NNS>people</NNS><IN>of</IN><DT>this</DT><NN>state</NN><,>,</,><WP>who</WP><VBP>'ve</VBP><VBN>suffered</VBN><DT>a</DT><NN>lot</NN><.>.</.>"
September the 11th changed how America must look at the world .,<NNP>September</NNP><DT>the</DT><NNP>11th</NNP><VBD>changed</VBD><WRB>how</WRB><NNP>America</NNP><MD>must</MD><VB>look</VB><IN>at</IN><DT>the</DT><NN>world</NN><.>.</.>,<NNP>September</NNP><DT>the</DT><CD>11th</CD><VBD>changed</VBD><WRB>how</WRB><NNP>America</NNP><MD>must</MD><VB>look</VB><IN>at</IN><DT>the</DT><NN>world</NN><.>.</.>
"And since that day , nation has been on a multi-pronged strategy to keep country safer .","<CC>And</CC><IN>since</IN><DT>that</DT><NN>day</NN><,>,</,><NN>nation</NN><VBZ>has</VBZ><VBN>been</VBN><IN>on</IN><DT>a</DT><JJ>multi-pronged</JJ><NN>strategy</NN><TO>to</TO><VB>keep</VB><NN>country</NN><JJR>safer</JJR><.>.</.>","<CC>And</CC><IN>since</IN><DT>that</DT><NN>day</NN><,>,</,><NN>nation</NN><VBZ>has</VBZ><VBN>been</VBN><IN>on</IN><DT>a</DT><JJ>multi-pronged</JJ><NN>strategy</NN><TO>to</TO><VB>keep</VB><NN>country</NN><JJR>safer</JJR><.>.</.>"
We pursued Al Qaida wherever Al Qaida tries to hide .,<PRP>We</PRP><VBD>pursued</VBD><NNP>Al</NNP><NNP>Qaida</NNP><WRB>wherever</WRB><NNP>Al</NNP><NNP>Qaida</NNP><VBZ>tries</VBZ><TO>to</TO><VB>hide</VB><.>.</.>,<PRP>We</PRP><VBD>pursued</VBD><NNP>Al</NNP><NNP>Qaida</NNP><RB>wherever</RB><NNP>Al</NNP><NNP>Qaida</NNP><VBZ>tries</VBZ><TO>to</TO><VB>hide</VB><.>.</.>
Seventy-five percent of known Al Qaida leaders have been brought to justice .,<JJ>Seventy-five</JJ><NN>percent</NN><IN>of</IN><JJ>known</JJ><NNP>Al</NNP><NNP>Qaida</NNP><NNS>leaders</NNS><VBP>have</VBP><VBN>been</VBN><VBN>brought</VBN><TO>to</TO><NN>justice</NN><.>.</.>,<CD>Seventy-five</CD><NN>percent</NN><IN>of</IN><JJ>known</JJ><NNP>Al</NNP><NNP>Qaida</NNP><NNS>leaders</NNS><VBP>have</VBP><VBN>been</VBN><VBN>brought</VBN><TO>to</TO><NN>justice</NN><.>.</.>
The rest of them know we 're after them .,<DT>The</DT><NN>rest</NN><IN>of</IN><PRP>them</PRP><VBP>know</VBP><PRP>we</PRP><VBP>'re</VBP><IN>after</IN><PRP>them</PRP><.>.</.>,<DT>The</DT><NN>rest</NN><IN>of</IN><PRP>them</PRP><VBP>know</VBP><PRP>we</PRP><VBP>'re</VBP><IN>after</IN><PRP>them</PRP><.>.</.>
"We 've upheld the doctrine that said if you harbor a terrorist , you 're equally as guilty as the terrorist .","<PRP>We</PRP><VBP>'ve</VBP><VBN>upheld</VBN><DT>the</DT><NN>doctrine</NN><WDT>that</WDT><VBD>said</VBD><IN>if</IN><PRP>you</PRP><VBP>harbor</VBP><DT>a</DT><NN>terrorist</NN><,>,</,><PRP>you</PRP><VBP>'re</VBP><RB>equally</RB><RB>as</RB><JJ>guilty</JJ><IN>as</IN><DT>the</DT><NN>terrorist</NN><.>.</.>","<PRP>We</PRP><VBP>'ve</VBP><VBN>upheld</VBN><DT>the</DT><NN>doctrine</NN><IN>that</IN><VBD>said</VBD><IN>if</IN><PRP>you</PRP><VB>harbor</VB><DT>a</DT><NN>terrorist</NN><,>,</,><PRP>you</PRP><VBP>'re</VBP><RB>equally</RB><IN>as</IN><JJ>guilty</JJ><IN>as</IN><DT>the</DT><NN>terrorist</NN><.>.</.>"
And the Taliban are no longer in power .,<CC>And</CC><DT>the</DT><NNP>Taliban</NNP><VBP>are</VBP><RB>no</RB><RB>longer</RB><IN>in</IN><NN>power</NN><.>.</.>,<CC>And</CC><DT>the</DT><NNP>Taliban</NNP><VBP>are</VBP><RB>no</RB><RB>longer</RB><IN>in</IN><NN>power</NN><.>.</.>
Ten million people have registered to vote in Afghanistan in the upcoming presidential election .,<CD>Ten</CD><CD>million</CD><NNS>people</NNS><VBP>have</VBP><VBN>registered</VBN><TO>to</TO><VB>vote</VB><IN>in</IN><NNP>Afghanistan</NNP><IN>in</IN><DT>the</DT><JJ>upcoming</JJ><JJ>presidential</JJ><NN>election</NN><.>.</.>,<CD>Ten</CD><CD>million</CD><NNS>people</NNS><VBP>have</VBP><VBN>registered</VBN><TO>to</TO><VB>vote</VB><IN>in</IN><NNP>Afghanistan</NNP><IN>in</IN><DT>the</DT><JJ>upcoming</JJ><JJ>presidential</JJ><NN>election</NN><.>.</.>
