text,label,prediction
regrets the unilateral decision of the United States to refuse to adopt the Kyoto Protocol and calls upon Her Majesty's Government to use every effort to persuade the United States government to reverse that decision,Environmental Protection,Environmental Protection
" urges the Government urgently to reconsider whether mitigating measures on energy prices, planned to start in April 2016, can be brought forward to support the competitiveness of UK steel producers, to press the European Commission to launch an inquiry into the CARES certification of imported steel products to ensure safety and traceability and to take action through the EU and World Trade Organisation to challenge the uncompetitive subsidisation of steel products",Incentives: Positive,Market Regulation
That this House expresses grave concern at the manner in which unitary restructuring is being imposed on local government in Devon and Norfolk,Decentralisation: Positive,Decentralisation: Positive
"That this House believes that all electors are entitled to a free, fair and secure vote",Direct Democracy: Positive,Direct Democracy: Positive
" and further believes that it would enable the UK, the home of democracy and freedom, to send out a message of support for international conventions and human rights, which is made even more pressing by the slaughter in Syria and the possible use of chemical arsenals.",Human Rights,Human Rights
"That this House notes with concern that unemployment has risen to its highest level for 17 years, youth unemployment has now reached a record level of 1.04 million and the number of young people claiming jobseeker’s allowance for over six months has more than doubled since January 2011",Economic Growth: Positive,Economic Goals
and further calls for the fiscal rules to be scrapped and replaced with a forward-looking fiscal framework with an independent mechanism for monitoring and assessing the sustainability of the Government's fiscal position.,Economic Orthodoxy,Economic Planning
further notes that NICE guidance recommends against the use of surgical mesh for pelvic organ prolapse and that no NICE recommendations have been made for stress urinary incontinence,Human Rights,Welfare State Expansion
"That this House believes council tax is unfair, should not have been introduced and should be replaced by a system that reflects people's ability to pay.",Equality: Positive,Welfare State Expansion
That this House notes the failure of the Government to meet its target for recruitment into initial teacher training and the failure of Government schemes to encourage maths and science graduates into the teaching profession,Education Expansion,Education Expansion
"That this House notes that annual energy bills have risen by more than £200 since May 2010, with further price rises on the way",Market Regulation,Market Regulation
"That this House believes everyone deserves a decent, affordable home to live in",Equality: Positive,Welfare State Expansion
further notes that the Government's top-down policies with regard to housing have strangled it with red tape,Welfare State Expansion,Market Regulation
" condemns the lack of support and respite for carers, the lack of early intervention with the young and the unmet needs of the elderly",Welfare State Expansion,Welfare State Expansion
notes opinion poll support for a green tax switch from people onto pollution,Environmental Protection,Environmental Protection
"That this House is concerned at the slow progress made under the Transforming Care programme, which was set up to improve the care and quality of life of children and adults with a learning disability and/or autism who display behaviour that challenges",Equality: Positive,Welfare State Expansion
" regrets the lack of timely action by the Government which this discloses, including higher bed occupancies and the resultant impact of Government waiting list targets on infection control measures, lack of surveillance data other than hospital-wide MRSA and post-discharge surveillance and isolation facilities, and lack of progress on a national infection control manual",Welfare State Expansion,Welfare State Expansion
condemns the Government for putting in place rules that allowed thousands of elderly people to be forced to give up their life savings and homes to fund their continuing healthcare,Welfare State Expansion,Welfare State Expansion
welcomes the forthcoming UN high-level meeting on TB in New York on 26 September as an unprecedented opportunity to turn the tide against this terrible disease,Internationalism: Positive,Internationalism: Positive
calls on the Government to conduct an urgent review of this situation,Political Authority: Party,Political Corruption
"That this House believes it is a mistake to reduce the top rate of income tax at a time when working people, who are on average £1,600 a year worse off since 2010, are not feeling the recovery and while the deficit also remains high",Equality: Positive,Economic Growth: Positive
That this House calls on the Government to introduce a Civil Service Bill in this parliamentary session.,Governative and Administrative Efficiency,Political Authority: Party
"That this House expresses its concern over recent reports that the Government is retreating on the Academies programme and calls on the Secretary of State to restore the freedom of Academies to operate outside the National Curriculum, to take steps to liberate them further from local authority control, and to recognise that Academies should act as a spur and encouragement to local authorities by pioneering innovative new approaches to helping the most disadvantaged",Education Expansion,Education Expansion
"That this House supports the provision by the NHS of comprehensive, high quality health services, based on need and not ability to pay",Welfare State Expansion,Welfare State Expansion
believes the complicated process of bidding for centralised initiatives is fragmenting budgetary responsibility and has caused unacceptable delays in setting indicative budgets,Governative and Administrative Efficiency,Economic Planning
That this House notes the protests of citizens of Tanzania in a demonstration in Dar es Salaam on 20th January 2007 demanding the arrest of any wrongdoers involved in the sale of a radar system to Tanzania in 2001-02,Human Rights,Human Rights
advises Labour MEPs to support the retention of the opt-out,European Union: Negative,European Union: Negative
believes that the use of the introduction of the national living wage to drive down conditions and take-home pay is against the spirit of the law,Controlled Economy,Labour Groups: Positive
and calls on the Government urgently to review primary assessment and the 2016 SATs results and to clarify that these will not be used for measuring and judging school performance.,Equality: Positive,Education Expansion
and calls on the Government to instead concentrate on providing the best education possible for all children.,Education Expansion,Education Expansion
" notes with regret the decision by the Scottish Government to award the ScotRail franchise to a private operator, rather than exploring alternative options",Technology and Infrastructure: Positive,Market Regulation
" is concerned that the Home Secretary has provided to Parliament no assessment of the current threat these individuals may pose to the public through terrorist-related activity, and notes the recent finding of Mr Justice Wilkie that the Secretary of State does not accept that there is a general duty to tailor measures towards the end of a TPIM in order to facilitate assimilation",Law and Order: Positive,Law and Order: Positive
and calls upon the Government to continue introducing and supporting policies that keep the UK at the forefront of this revolution in the future.,Economic Goals,Technology and Infrastructure: Positive
That this House recalls the Prime Minister's assertion that Iraq possessed weapons of mass destruction capable of being used at 45 minutes' notice,Military: Negative,Military: Positive
That this House notes New Economics Foundation research showing that local economies benefit twice as much from a pound spent in a pub rather than a supermarket,Market Regulation,Market Regulation
further acknowledges the recommendations of Lord Ashcroft in his report on The Veterans Transition Review,Military: Positive,Military: Positive
and calls on the Government to ensure that all schools have the funding that they need to provide an excellent education for every child.,Education Expansion,Education Expansion
calls for a greater international effort through the United Nations to secure the position of such displaced people,Internationalism: Positive,Internationalism: Positive
and calls on the Secretary of State for Health to work with NHS England and the RCGP to secure the financial future of local GP services as a matter of urgency.,Welfare State Expansion,Welfare State Expansion
"That this House notes that the horseracing industry supports employment of 100,000 people in Britain and that the racing industry contributes £3.5 billion to the UK economy each year",Economic Goals,Agriculture and Farmers: Positive
notes that regulated rail fares have risen by 32 per cent since 2010 while planned investment has been cancelled,Technology and Infrastructure: Positive,Market Regulation
" believes that these deficits threaten the delivery of NHS services, through service cuts, freezing of staff vacancies and redundancies, bed closures and the closure of services in community hospitals",Welfare State Expansion,Welfare State Expansion
believes that cutting spending and raising taxes too far and too fast has choked off the recovery and pushed up unemployment and that it was a mistake for the Government to abolish the Future Jobs Fund,Economic Growth: Positive,Economic Orthodoxy
and believes that the assets of community hospitals should remain for the benefit of their community while allowing them greater freedom to explore different ownership models.,Incentives: Positive,Welfare State Expansion
" and calls on the Government to conduct a comprehensive investigation into the performance of Concentrix under its contract with HMRC, which includes a consideration of the potential effect on other HMRC services, take urgent action to compensate people who have erroneously had tax credits withdrawn by the company, and in doing so mitigate any adverse effect or reduction in service for claimants.",Market Regulation,Political Corruption
notes that proposals for infrastructure investment outlined in the Autumn Statement are predominantly focused in sectors that typically employ more men than women,Equality: Positive,Technology and Infrastructure: Positive
"That this House takes note of European Union Documents No. 16844/11, No. 16845/11, No. 16846/11, No. 16847/11, No. 16848/11, No. 6708/12 and Addenda 1–3, No. 9007/12, No. 12356/12, and No. 13620/12, relating to the Commission’s proposal on the next Multiannual Financial Framework (MFF), 2014–2020",European Union: Negative,European Union: Positive
" expresses concern at the possibility of police forces being structured on a Government Office Region level, making the police less responsive to local people, and voices similar concerns over the restructuring of NHS ambulance trusts",Centralisation: Positive,Law and Order: Positive
regrets that the piecemeal approach of the Government to hospital delayed discharge simply shifts the pressures from one part of the care system to another,Welfare State Expansion,Welfare State Expansion
commends their commitment and expertise in delivering patient care in often difficult circumstances,Middle Class and Professional Groups,Human Rights
notes that since July over 200 terrorist prisoners have been released early while decommissioning of illegally held arms and explosives has yet to begin,Law and Order: Positive,Law and Order: Positive
" and calls on the Government to seek significant savings to the Commission’s seven year framework, as set out in the Prime Minister’s joint letter with France, Germany, the Netherlands and Finland of 18 December 2010, which stated that ‘payment appropriations should increase, at most, by no more than inflation over the next financial perspectives’.",European Union: Negative,European Union: Positive
and calls upon the Government to take a lead in passing a resolution at the UN Security Council that would give effect to an immediate ceasefire in Yemen.,Peace,Internationalism: Positive
recognises the significant role played by local post offices in both rural and urban areas,Technology and Infrastructure: Positive,Technology and Infrastructure: Positive
That this House considers the lack of progress made by banks and the Financial Conduct Authority on the redress scheme adopted as a result of the mis-selling of complex interest rate derivatives to small and medium businesses to be unacceptable,Market Regulation,Market Regulation
" further notes that the UN General Assembly Resolution encourages all member states to participate in the high-level meeting at the highest possible level, preferably at the level of heads of state and government",Internationalism: Positive,Internationalism: Positive
" and calls on the Government to ensure the full implementation of the Military Covenant throughout the UK, including in Northern Ireland.",Military: Positive,Military: Positive
calls on the Government to take urgent measures to reduce the burden of domestic and European regulation on British business,European Union: Negative,Market Regulation
"That this House notes the commitment, bravery and professionalism of the UK's armed forces in operations around the world",Military: Positive,Military: Positive
and considers that the Government should bring forward proposals to improve the system of funding for racing and the relationship between racing and bookmakers before the end of 2011.,Economic Planning,Market Regulation
and calls upon the Government to work with all political parties which are represented in the House in order to construct a lasting settlement that can bring the Human Rights Act 1998 into conformity with the democratic will of the people and the concepts of liberty that have served this country so well for so long.,Human Rights,Human Rights
appreciates that ending cash benefit payments will deprive sub-postmasters of an average of 35 per cent. of their income,Technology and Infrastructure: Positive,Welfare State Expansion
is deeply concerned about the lack of training posts for junior doctors,Middle Class and Professional Groups,Labour Groups: Positive
That this House notes that the Government has increased taxes 66 times and has failed to give value for taxpayers' money,Political Corruption,Economic Orthodoxy
" and calls on the Government to publish the business case, so that the House can see a detailed plan of implementation, and urgently to set out a plan to address these deep flaws before it is too late.",Economic Planning,Political Corruption
agrees with the Lord Chief Justice that early release schemes erode the sentences originally handed down,Law and Order: Positive,Law and Order: Positive
calls on the Government to ban train operators from increasing fares beyond strict limits and to rule out the proposed introduction of a new category of super peak ticket which would increase the burden on hard-pressed commuters,Controlled Economy,Market Regulation
" and welcomes the opportunity to consider views on whether the UK should opt in to the draft Directive establishing minimum standards on the rights, support and protection of victims and the Draft Regulation on mutual recognition of protection measures in civil matters.",Human Rights,European Union: Positive
recognises the ability of effectively organised aid to contribute to sustainable economic development in low income countries,Internationalism: Positive,Internationalism: Positive
and declines to approve the proposed statutory instruments implementing the Directive unless and until the Government secures an amendment to the Directive so as to allow to remain on the national market those products which would otherwise fall outside the Directive's technical restrictions,Market Regulation,Market Regulation
"That this House notes with concern that there has been a systematic failure to inform women of the dangers of taking the epilepsy drug sodium valproate during pregnancy, resulting in thousands of children being born with congenital malformations, disabilities and developmental disorders since the 1970s as a result of fetal exposure to the drug",Welfare State Expansion,Welfare State Expansion
" and calls on the Government to increase police numbers, to improve the working of the Immigration and Nationality Directorate, to reduce the numbers of bogus asylum-seekers arriving in the United Kingdom and to ensure that those who betray the United Kingdom to foreign powers are pursued with the utmost vigour.",Law and Order: Positive,Law and Order: Positive
is concerned about the impact of this incompetence on the most vulnerable members of society,Underprivileged Minority Groups,Underprivileged Minority Groups
" believes that no case has been made for holding a referendum at such an early stage, and that further, any such needlessly premature date risks contaminating the result",Direct Democracy: Positive,Direct Democracy: Positive
" and deprecates the Home Secretary's resort to short-term, irrelevant and illiberal measures to conceal this failure.",Law and Order: Positive,Political Corruption
believes that Gurkhas who retired before 1997 should be treated fairly and in the same way as those who have retired since,Equality: Positive,Underprivileged Minority Groups
" further notes that the Government is making hard-working families pay more than their share to bring down the deficit while cutting income tax by an average of £100,000 for the 13,000 people with incomes over £1 million",Equality: Positive,Economic Orthodoxy
That this House deeply regrets that young people are amongst the principal victims of the recession,Non-economic Demographic Groups,Welfare State Expansion
recognises the opportunity to bring about better patient care by ensuring the best treatments are provided at the appropriate time and by fostering the stability that will allow new investment in NHS practices,Welfare State Expansion,Welfare State Expansion
and calls on the Government to meet the funding gap for social care this year and for the rest of this Parliament.,Welfare State Expansion,Welfare State Expansion
and supports the decision of Her Majesty’s Government to agree with Council Decision 2013/109/CFSP.,Internationalism: Positive,European Union: Positive
and calls for a moratorium on special school closures until such a review has been published and properly debated.,Equality: Positive,Education Expansion
" calls on the Government to regulate residential lettings and management agents and to end the confusing, inconsistent charges regime, making fees easily understandable, upfront and comparable across agents",Market Regulation,Market Regulation
That this House believes that no school system can surpass the quality of its teachers,Education Expansion,Education Expansion
" further believes that a solution requires the collective and collaborative effort of regulators, Parliament and Government",Market Regulation,Political Authority: Party
further notes that the extra costs imposed through regulation and public health protection that fall directly on the industry should more properly come from the public health budget,Agriculture and Farmers: Positive,Market Regulation
notes that the Permanent Secretary has had to seek a Ministerial Direction from the Secretary of State as to the value for money and feasibility of restructuring at this time,Governative and Administrative Efficiency,Political Authority: Party
" and calls on the Government to publish immediately all relevant Home Office submissions to Ministers, together with the instructions from Home Office Ministers to the UK Border Agency (UKBA) regarding passport checks in the summer of 2011 and the relevant operational instructions from UKBA executives to staff and all data collected by the UKBA on the level of checks at each port of entry since July 2011.",Law and Order: Positive,Political Corruption
That this House notes that community pharmacies are valued assets that offer face-to-face healthcare advice which relieves pressure on other NHS services,Welfare State Expansion,Welfare State Expansion
" notes that the current rate of prisoner release is running ahead of initial projections so that an additional 5,000 prisoners will be released early in a full year",Law and Order: Positive,Law and Order: Positive
"That this House believes that insecurity at work has increased under this Government, compounding the cost of living crisis facing families",Labour Groups: Positive,Labour Groups: Positive
endorses the Declaration of the European Parliament of 14 February 2012 on the return of Famagusta to its lawful inhabitants,Peace,European Union: Positive
condemns the Government's failure to meet its targets for expansion of further education student numbers,Education Expansion,Education Expansion
" urges the Government energetically to continue and increase its efforts within the United Nations, European Union and Commonwealth and with others to broker a ceasefire",Peace,Internationalism: Positive
is concerned that major questions about how the Government's market in higher education is intended to work remain unanswered,Education Expansion,Education Expansion
believes that the Government's plans would jeopardise the independence and commissioning capability of general practice in the future,Welfare State Expansion,Market Regulation
believes the dental contract imposed by the Government is not adequately meeting its objectives for improving oral health or access to dentistry,Welfare State Expansion,Welfare State Expansion
" and urges the Government to step up its diplomatic and other efforts to ensure that all parties work together to first reform the WTO regime to ensure compatibility with international biodiversity agreements, environmental and animal welfare objectives, and then to ensure compliance with the WTO objectives of free and fair trade.",Environmental Protection,Internationalism: Positive
" is concerned that many pensioners will suffer as a result of the closure of local post offices, a problem made worse by the Government's plans to scrap the pension book and introduce direct payment",Welfare State Expansion,Welfare State Expansion
further believes that the Government should use the roll out of Direct Payment to encourage the take-up of all benefits and tax credits,Technology and Infrastructure: Positive,Direct Democracy: Positive
recognises that the combination of trade distorting subsidies by rich countries and barriers to products from poor countries have gravely damaged the latter,Internationalism: Positive,Internationalism: Positive
acknowledges the need to avoid imposing over-prescriptive conditions on aid,Internationalism: Positive,Internationalism: Positive
" notes that the Government has scaled back the prison building target for 2007 from 2,500 new places to only 700",Human Rights,Law and Order: Positive
further expresses concern over plans to link resources to sentencing through the creation of a Sentencing Commission,Law and Order: Positive,Law and Order: Positive
further notes the chaos that this is creating both for the licensing trade and for local authorities,Political Authority: Party,Market Regulation
and calls on the Government to make suggestions on further steps to tackle such criminality.,Law and Order: Positive,Law and Order: Positive
"That this House takes note of European Union Documents No. 10610/11 and Addenda 1 and 2 relating to the Draft Directive establishing minimum standards on the rights, support and protection of victims of crime, No. 10613/11 and Addenda 1 and 2 relating to the Draft Regulation on mutual recognition of protection measures in civil matters, No. 10612/11 and Addenda 1 and 2 relating to a Commission Communication–strengthening victims’ rights in the EU and the unnumbered Explanatory Memorandum dated 16 May 2011 relating to a Council Resolution on a Roadmap for strengthening the rights and protection of victims, in particular in criminal proceedings",Human Rights,European Union: Positive
notes research by the National Famers’ Union that rural crime cost the UK economy £42.5 million in 2015,Law and Order: Positive,Agriculture and Farmers: Positive
recognises the need for a huge increase in the supply of homes due to decades of under-delivery by successive governments,Technology and Infrastructure: Positive,Economic Growth: Positive
further regrets the Government's wider failure to reform the welfare system for older people,Welfare State Expansion,Welfare State Expansion
notes that current Government policies in respect of hospital closures and bed reductions are likely to increase the lists further,Welfare State Expansion,Welfare State Expansion
That this House is concerned that the persecution of Christians is increasing in the 21st Century,Human Rights,Human Rights
is concerned about the shortage of public health staff due to the Government's financial mismanagement,Welfare State Expansion,Welfare State Expansion
" and calls on the Government to suspend prolapse and incontinence mesh operations while the audit is being carried out, to bring forward the NICE guidelines for mesh in stress related urinary incontinence from 2019 to 2018, and to commit to a full public inquiry into mesh if the audit suggests that this is the best course of action.",Human Rights,Equality: Positive
That this House regrets the Prime Minister's apparent willingness to abandon the effort to achieve a second Kyoto agreement,Environmental Protection,Environmental Protection
welcomes the suggestion that donors should work together in partnership trusts to ensure coordination of bilateral aid budgets in each recipient country,Internationalism: Positive,Internationalism: Positive
" expresses alarm at the effect of the last budget inflation forecast, which will reduce the real value of government spending plans for next year by around £5.3 billion",Welfare State Expansion,Economic Growth: Positive
notes with regret that warnings about the problems in Student Finance England appear to have been ignored,Education Expansion,Education Expansion
and further calls on the Government to ensure that community pharmacies are protected from service reduction and closure and that local provision of community pharmacy services is protected.,Welfare State Expansion,Market Regulation
further believes that urgent action is now required to stop a generation of young people being lost to worklessness,Non-economic Demographic Groups,Labour Groups: Positive
calls for stronger incentives for dentists to carry out preventative care,Welfare State Expansion,Incentives: Positive
" notes that the reserve forces have contributed some 20,000 personnel to operations in Afghanistan, Iraq and the Balkans since 2002, most of them from the Territorial Army, and that 14 Territorials have died on those operations",Military: Positive,Military: Positive
and calls on the Government to set out a long-term housing plan to meet the housing needs of future generations which includes lifting the borrowing cap for councils and at least ten new garden cities.,Market Regulation,Welfare State Expansion
"That this House believes that special schools play a vital role in meeting the needs of children with learning difficulties, and that parents should have more choice between special and mainstream schools",Equality: Positive,Education Expansion
and urges the Government to renegotiate the main provisions of this flawed Directive.,Free Market Economy,European Union: Negative
"That this House notes the First Report of Session 2013-14 from the Northern Ireland Affairs Committee on the Implementation of the Armed Forces Covenant in Northern Ireland, HC 51",Military: Positive,Political Authority: Party
"That this House believes that the elderly and vulnerable are a high-risk group from having harm done to their financial, emotional and psychological wellbeing from criminals who target them with scam calls, post and visits",Non-economic Demographic Groups,Welfare State Expansion
welcomes the efforts of UK steel producers to cut carbon emissions and expresses concern that losing trade to countries with less efficient processes could increase global carbon emissions,Environmental Protection,Environmental Protection
" calls on the Government to take action to prevent rationing by cost in the NHS, based on the evidence presented",Welfare State Expansion,Welfare State Expansion
draws attention to the Government's recent failure to deliver benefits to pensioners competently,Equality: Positive,Welfare State Expansion
" and believes that repeated announcements, soundbites and photo opportunities are no substitute for a coherent and effective health policy.",Welfare State Expansion,Political Corruption
further recognises the threat ISIL poses to wider international security and the UK directly through its sponsorship of terrorist attacks and its murder of a British hostage,Internationalism: Positive,Military: Positive
and further notes that there is currently no indication that these documents are going to be followed up by formal legislative proposals.,European Union: Negative,Political Corruption
and calls on the Government to hold a top-level summit with the key players from the steel industry to seek meaningful and urgent solutions to the crisis.,Economic Planning,Market Regulation
" questions the legality, motivation and financial probity of restructuring in Devon and Norfolk during this pre-election period",Political Corruption,Political Corruption
welcomes the Government’s acceptance of the Parliamentary Ombudsman’s findings in full,Equality: Positive,Political Corruption
further acknowledges the request of the Government of Iraq for international support to defend itself against the threat ISIL poses to Iraq and its citizens and the clear legal basis that this provides for action in Iraq,Internationalism: Positive,Internationalism: Positive
urges the Government to divert money allocated to the latest prison building programme towards the expansion of secure and semi-secure mental health treatment facilities,Law and Order: Positive,Law and Order: Positive
That this House is concerned about the continued spate of factory closures and job losses,Incentives: Positive,Labour Groups: Positive
believes that the public should be given a more meaningful voice over the provision of local emergency services,Decentralisation: Positive,Direct Democracy: Positive
" notes with concern that the Government has not given due consideration to repeating the bankers’ bonus tax, in addition to the bank levy, to pay for 100,000 jobs for young people",Market Regulation,Economic Planning
"That this House notes that the EU is the UK’s largest export market for goods, accounting for a total of £145bn of exports and £241bn of imports in 2016",Protectionism: Negative,European Union: Positive
is alarmed that the Government is unable to quantify the number of new regulations generated since 1997,Political Authority: Party,Market Regulation
" welcomes the fact that one of the public purposes outlined in the BBC Charter is to represent the UK, its nations, regions and communities",Multiculturalism: Positive,Multiculturalism: Positive
further notes that a referendum on separating Scotland from the rest of the UK will be held before the end of 2014,National Way of Life: Positive,Direct Democracy: Positive
" further notes that, of the 108 recommendations by Lord Laming, 82 were recommended to be acted upon within six months",Non-economic Demographic Groups,Political Corruption
supports CAMRA’S Pub Matters campaign calling for an end to permitted development rights on pubs,Market Regulation,Market Regulation
" laments the failure of the Government to build on these achievements and that total public and private investment levels in transport are still well below what is required by people, business and industry",Technology and Infrastructure: Positive,Technology and Infrastructure: Positive
That this House notes the findings of the independent cancer taskforce published in July 2015,Welfare State Expansion,Welfare State Expansion
recognises the support from all political parties for the NHS during that time,Welfare State Expansion,Welfare State Expansion
further believes that this will undermine efforts to reduce the tax gap which currently stands at £34 billion,Economic Goals,Economic Goals
believes the official classification of garden land as brownfield to be inappropriate and misleading,Environmental Protection,Environmental Protection
"That this House deplores the programme to close 3,000 urban post offices because closure decisions are being made without taking adequately into account the needs of post office customers",Technology and Infrastructure: Positive,Market Regulation
" notes that many of these ideas were proposed by the previous administration, but believes they are now in danger of appearing meaningless without the ability to properly fund them",Welfare State Expansion,Economic Planning
and recognises an opportunity in future to make the NHS more patient-centred by focusing on outcomes.,Welfare State Expansion,Welfare State Expansion
