text,label,prediction
"We are witnessing well - armed , well - trained personnel , using military weapons , who are intent on armed provocation .","<claim> We are witnessing well - armed , well - trained personnel , using military weapons , who are intent on armed provocation . </claim>","<premise> We are witnessing well - armed , well - trained personnel , using military weapons , who are intent on armed provocation . </premise>"
"It must control its border with Ukraine and prevent the flow of weapons , equipment and fighters from Russia into Ukraine .","<claim> It must control its border with Ukraine and prevent the flow of weapons , equipment and fighters from Russia into Ukraine . </claim>","<claim> It must control its border with Ukraine and prevent the flow of weapons , equipment and fighters from Russia into Ukraine . </claim>"
That is false ; additional images released on 11 April show clearly that the build - up started in early March of this year .,That is false; <premise> additional images released on 11 April show clearly that the build - up started in early March of this year . </premise>,That is false; <premise> additional images released on 11 April show clearly that the build - up started in early March of this year . </premise>
"The illegal movement of cargo from the territory of the Russian Federation through the State border , which the Russian delegation today characterized as humanitarian aid , to the civilians of the Donetsk and Luhansk regions , is also a matter of deep concern to Ukraine .","<claim> The illegal movement of cargo from the territory of the Russian Federation through the State border , which the Russian delegation today characterized as humanitarian aid , to the civilians of the Donetsk and Luhansk regions , is also a matter of deep concern to Ukraine . </claim>","<premise> The illegal movement of cargo from the territory of the Russian Federation through the State border , which the Russian delegation today characterized as humanitarian aid , to the civilians of the Donetsk and Luhansk regions , is also a matter of deep concern to Ukraine . </premise>"
Mr. Churkin ( Russian Federation ) ( spoke in Russian ): The Russian Federation is seriously concerned about the escalation of the situation in Ukraine .,Mr. Churkin ( Russian Federation ) ( spoke in Russian ): <claim> The Russian Federation is seriously concerned about the escalation of the situation in Ukraine . </claim>,Mr. Churkin ( Russian Federation ) ( spoke in Russian ): <claim> The Russian Federation is seriously concerned about the escalation of the situation in Ukraine . </claim>
"Why , in one case , when it was a question of preparations to storm the residence of the President of Ukraine , the call was that under no circumstances should force be used , while in the current situation , it is to encourage the insane military actions that Turchynov 's decree talks about ?","<claim> Why , in one case , when it was a question of preparations to storm the residence of the President of Ukraine , the call was that under no circumstances should force be used , while in the current situation , it is to encourage the insane military actions that Turchynov 's decree talks about ? </claim>","<premise> Why , in one case , when it was a question of preparations to storm the residence of the President of Ukraine , the call was that under no circumstances should force be used , while in the current situation , it is to encourage the insane military actions that Turchynov 's decree talks about ? </premise>"
"On the same day , a second convoy of trucks , three of which carried radio - location stations , illegally crossed the border .","<premise> On the same day , a second convoy of trucks , three of which carried radio - location stations , illegally crossed the border . </premise>","<premise> On the same day , a second convoy of trucks , three of which carried radio - location stations , illegally crossed the border . </premise>"
"As others have already mentioned , just yesterday peaceful demonstrators in favour of the unity of the Ukraine were violently attacked by armed pro - Russian gangs armed with clubs and baseball bats in the city of Donetsk .","<premise> As others have already mentioned , just yesterday peaceful demonstrators in favour of the unity of the Ukraine were violently attacked by armed pro - Russian gangs armed with clubs and baseball bats in the city of Donetsk . </premise>","As others have already mentioned, <premise> just yesterday peaceful demonstrators in favour of the unity of the Ukraine were violently attacked by armed pro - Russian gangs armed with clubs and baseball bats in the city of Donetsk . </premise>"
Investigators must immediately be granted access to the crash site and the black boxes must be handed over to independent authorities in order to prevent the evidence being tampered with .,<claim> Investigators must immediately be granted access to the crash site </claim> and the black boxes must be handed over to independent authorities in order to prevent the evidence being tampered with.,<claim> Investigators must immediately be granted access to the crash site and the black boxes must be handed over to independent authorities in order to prevent the evidence being tampered with . </claim>
"The question of outside support in terms of recruitment , supplies of materials and training can not be avoided .","<claim> The question of outside support in terms of recruitment , supplies of materials and training can not be avoided . </claim>","<claim> The question of outside support in terms of recruitment , supplies of materials and training can not be avoided . </claim>"
"The plan would seek to legitimize territorial gains made by separatists since September , as well as Russian personnel and military equipment on the territory of Ukraine .","<premise> The plan would seek to legitimize territorial gains made by separatists since September , as well as Russian personnel and military equipment on the territory of Ukraine . </premise>","<premise> The plan would seek to legitimize territorial gains made by separatists since September , as well as Russian personnel and military equipment on the territory of Ukraine . </premise>"
Threats and sanctions have again replaced dialogue and negotiation .,<claim> Threats and sanctions have again replaced dialogue and negotiation </claim> .,<premise> Threats and sanctions have again replaced dialogue and negotiation . </premise>
It has initiated a process of constitutional reform aimed at decentralizing power .,<premise> It has initiated a process of constitutional reform aimed at decentralizing power . </premise>,<premise> It has initiated a process of constitutional reform aimed at decentralizing power . </premise>
"We all understand that there are legitimate complaints in south - eastern Ukraine , borne out of decades of mismanagement and corruption and misrule , including the rule of the previous President , Yanukovych , who fled the country in disgrace .","<claim> We all understand that there are legitimate complaints in south - eastern Ukraine , borne out of decades of mismanagement and corruption and misrule , including the rule of the previous President , Yanukovych , who fled the country in disgrace . </claim>","<premise> We all understand that there are legitimate complaints in south - eastern Ukraine , borne out of decades of mismanagement and corruption and misrule , including the rule of the previous President , Yanukovych , who fled the country in disgrace . </premise>"
"As a participant in the Geneva international discussions along with the OSCE and the United Nations , the United States remains committed to working with the parties and the other Chairs to improve the security and humanitarian situation for all residents of Georgia affected by the conflict .","As a participant in the Geneva international discussions along with the OSCE and the United Nations, <claim> the United States remains committed to working with the parties and the other Chairs to improve the security and humanitarian situation for all residents of Georgia affected by the conflict . </claim>","<claim> As a participant in the Geneva international discussions along with the OSCE and the United Nations , the United States remains committed to working with the parties and the other Chairs to improve the security and humanitarian situation for all residents of Georgia affected by the conflict . </claim>"
"Every day during the month of July , we have observed such violations , including the shooting - down of Ukrainian jets .","<claim> Every day during the month of July , we have observed such violations , including the shooting - down of Ukrainian jets . </claim>","<premise> Every day during the month of July , we have observed such violations , including the shooting - down of Ukrainian jets . </premise>"
Those purported elections can have no legitimacy .,<claim> Those purported elections can have no legitimacy . </claim>,<claim> Those purported elections can have no legitimacy . </claim>
The line should not be renegotiated because the separatists have gained additional territory through repeated ceasefire violations since September .,<claim> The line should not be renegotiated </claim> because the separatists have gained additional territory through repeated ceasefire violations since September.,<claim> The line should not be renegotiated </claim> because the separatists have gained additional territory through repeated ceasefire violations since September.
"The flight was transmiting its assigned transponder code , corresponding with its flight plan , and flight tracking data was publicly available on the Internet .","<premise> The flight was transmiting its assigned transponder code , corresponding with its flight plan , and flight tracking data was publicly available on the Internet . </premise>","<premise> The flight was transmiting its assigned transponder code , corresponding with its flight plan , and flight tracking data was publicly available on the Internet . </premise>"
There should be no confusion that can not be resolved with a GPS .,<claim> There should be no confusion that can not be resolved with a GPS . </claim>,<claim> There should be no confusion that can not be resolved with a GPS . </claim>
"For some time , various parties , including China , have worked actively to promote peace and facilitate negotiations .","<claim> For some time , various parties , including China , have worked actively to promote peace and facilitate negotiations . </claim>","<premise> For some time , various parties , including China , have worked actively to promote peace and facilitate negotiations . </premise>"
"It is clear that the events of recent days are yet another attempt by Kyiv to resolve the internal political conflict militarily , which will definitely lead to exacerbating the crisis of the State of Ukraine and numerous civilian casualties .","It is clear that <premise> the events of recent days are yet another attempt by Kyiv to resolve the internal political conflict militarily </premise> , which will definitely lead to exacerbating the crisis of the State of Ukraine and numerous civilian casualties.","<claim> It is clear that the events of recent days are yet another attempt by Kyiv to resolve the internal political conflict militarily , which will definitely lead to exacerbating the crisis of the State of Ukraine and numerous civilian casualties . </claim>"
"From the very beginning of the crisis , we have warned that last winter 's events in Ukraine - which were encouraged by crude external interference that led to a coup d'etat - could open a deep division of the country that could be overcome only through national dialogue with the participation of all regions , political powers and ethnic groups and respect for their interests and rights .","<premise> From the very beginning of the crisis , we have warned that last winter 's events in Ukraine - which were encouraged by crude external interference that led to a coup d'etat - could open a deep division of the country that could be overcome only through national dialogue with the participation of all regions , political powers and ethnic groups and respect for their interests and rights . </premise>","From the very beginning of the crisis, <claim> we have warned that last winter 's events in Ukraine - which were encouraged by crude external interference that led to a coup d'etat - could open a deep division of the country that could be overcome only through national dialogue with the participation of all regions , political powers and ethnic groups and respect for their interests and rights . </claim>"
Every day the attacks are ever more deadly .,<claim> Every day the attacks are ever more deadly . </claim>,<premise> Every day the attacks are ever more deadly . </premise>
"How can they afford modern tanks , each of which costs at least $ 4 million ?","<premise> How can they afford modern tanks , each of which costs at least $ 4 million ? </premise>","<premise> How can they afford modern tanks , each of which costs at least $ 4 million ? </premise>"
The conflict in Ukraine is not an internal affair .,<premise> The conflict in Ukraine is not an internal affair . </premise>,<claim> The conflict in Ukraine is not an internal affair . </claim>
We consider it to be the Security Council 's duty to find a proper and peaceful solution to this crisis .,<claim> We consider it to be the Security Council 's duty to find a proper and peaceful solution to this crisis . </claim>,<claim> We consider it to be the Security Council 's duty to find a proper and peaceful solution to this crisis . </claim>
"Beyond Ukraine , we should not lose sight of the Council 's need to work closely with the Austrian chairmanship of the OSCE in resolving other issues affecting the region and in helping to protect fundamental rights and freedoms .","<claim> Beyond Ukraine , we should not lose sight of the Council 's need to work closely with the Austrian chairmanship of the OSCE in resolving other issues affecting the region and in helping to protect fundamental rights and freedoms . </claim>","<claim> Beyond Ukraine , we should not lose sight of the Council 's need to work closely with the Austrian chairmanship of the OSCE in resolving other issues affecting the region and in helping to protect fundamental rights and freedoms . </claim>"
The Russian leadership has done nothing to publicly dissociate itself from the armed separatists and provocateurs or to urge them to immediately lay down their arms and release captured administrative buildings .,<premise> The Russian leadership has done nothing to publicly dissociate itself from the armed separatists and provocateurs or to urge them to immediately lay down their arms and release captured administrative buildings . </premise>,<premise> The Russian leadership has done nothing to publicly dissociate itself from the armed separatists and provocateurs or to urge them to immediately lay down their arms and release captured administrative buildings . </premise>
We take very seriously all credible information about any crimes committed on the territory of Ukraine .,<claim> We take very seriously all credible information about any crimes committed on the territory of Ukraine . </claim>,<claim> We take very seriously all credible information about any crimes committed on the territory of Ukraine . </claim>
The international community will judge the good faith of the parties not on mere statements but on concrete and verifiable actions that prove their genuine commitment to de - escalation .,<premise> The international community will judge the good faith of the parties not on mere statements but on concrete and verifiable actions that prove their genuine commitment to de - escalation . </premise>,<claim> The international community will judge the good faith of the parties not on mere statements but on concrete and verifiable actions that prove their genuine commitment to de - escalation . </claim>
"It is true that the people in Washington , DC , to whom we did not send the letter , have already poisoned it for the European Union , calling it economic blackmail .","<claim> It is true that the people in Washington , DC , to whom we did not send the letter , have already poisoned it for the European Union , calling it economic blackmail . </claim>","<premise> It is true that the people in Washington , DC , to whom we did not send the letter , have already poisoned it for the European Union , calling it economic blackmail . </premise>"
"It included 19 unmarked Kamaz trucks , each towing a howitzer artillery piece and carrying personnel in green uniforms without insignia ; 15 Kraz troop carriers ; 6 fuel tankers ; and an unmarked Bronetransporter armoured personnel carrier .","<premise> It included 19 unmarked Kamaz trucks , each towing a howitzer artillery piece and carrying personnel in green uniforms without insignia ; 15 Kraz troop carriers ; 6 fuel tankers ; and an unmarked Bronetransporter armoured personnel carrier . </premise>","<premise> It included 19 unmarked Kamaz trucks , each towing a howitzer artillery piece and carrying personnel in green uniforms without insignia ; 15 Kraz troop carriers ; 6 fuel tankers ; and an unmarked Bronetransporter armoured personnel carrier . </premise>"
"As is well known , in the OSCE not a single State or bloc of States can freeze matters of common interest and of paramount importance for European security .","As is well known, <premise> in the OSCE not a single State or bloc of States can freeze matters of common interest and of paramount importance for European security . </premise>","<premise> As is well known , in the OSCE not a single State or bloc of States can freeze matters of common interest and of paramount importance for European security . </premise>"
"We believe that the 5 + 2 talks can play an important role in resolving the conflict , but any 5 + 2 meeting must deliver concrete results .","<premise> We believe that the 5 + 2 talks can play an important role in resolving the conflict </premise> , but any 5 + 2 meeting must deliver concrete results.","<claim> We believe that the 5 + 2 talks can play an important role in resolving the conflict </claim> , but any 5 + 2 meeting must deliver concrete results."
"Sadly , as the Council well knows , that system is seldom left unchallenged , so it is incumbent upon both organizations to work closely together to advance peace and security , and in doing so to uphold the Charter of the United Nations and the Helsinki principles .","Sadly, as the Council well knows, that system is seldom left unchallenged, <claim> so it is incumbent upon both organizations to work closely together to advance peace and security , and in doing so to uphold the Charter of the United Nations and the Helsinki principles . </claim>","<claim> Sadly , as the Council well knows , that system is seldom left unchallenged , so it is incumbent upon both organizations to work closely together to advance peace and security , and in doing so to uphold the Charter of the United Nations and the Helsinki principles . </claim>"
"We are concerned by the European Council 's report on abuse in Ukrainian prisons , and we urge the Government to conduct thorough , impartial investigations into its findings , as well as to develop a plan to address them .","We are concerned by the European Council 's report on abuse in Ukrainian prisons, and <claim> we urge the Government to conduct thorough , impartial investigations into its findings , as well as to develop a plan to address them . </claim>","<claim> We are concerned by the European Council 's report on abuse in Ukrainian prisons , and we urge the Government to conduct thorough , impartial investigations into its findings , as well as to develop a plan to address them . </claim>"
"We continue to support the scheduled 25 May elections , which will enable the people of Ukraine to choose their leaders freely and fairly .","<claim> We continue to support the scheduled 25 May elections </claim> , which will enable the people of Ukraine to choose their leaders freely and fairly.","<claim> We continue to support the scheduled 25 May elections , which will enable the people of Ukraine to choose their leaders freely and fairly . </claim>"
"To conclude , Australia continues to call on Russia to meet its Geneva commitments , to allow Ukraine 's elections on 25 May to proceed without interference or obstruction , which is the right of every sovereign nation , and to exercise its influence over separatist activists in Ukraine towards those ends .","To conclude, Australia continues to call on Russia to meet its Geneva commitments, to allow Ukraine 's elections on 25 May to proceed without interference or obstruction, which is the right of every sovereign nation, and <claim> to exercise its influence over separatist activists in Ukraine towards those ends . </claim>","To conclude, <claim> Australia continues to call on Russia to meet its Geneva commitments , to allow Ukraine 's elections on 25 May to proceed without interference or obstruction , which is the right of every sovereign nation , and to exercise its influence over separatist activists in Ukraine towards those ends . </claim>"
"Australia , along with our Dutch and Malaysian partners , remains committed to returning to the crash site when conditions are safe to do so and to doing all that it can to bring to justice those responsible for the downing of Flight MH-17 and the murder of all those on board .","<claim> Australia , along with our Dutch and Malaysian partners , remains committed to returning to the crash site when conditions are safe to do so and to doing all that it can to bring to justice those responsible for the downing of Flight MH-17 and the murder of all those on board . </claim>","<claim> Australia , along with our Dutch and Malaysian partners , remains committed to returning to the crash site when conditions are safe to do so and to doing all that it can to bring to justice those responsible for the downing of Flight MH-17 and the murder of all those on board . </claim>"
"But without a genuine engagement from Russia , this plan will obviously come to nothing .","<claim> But without a genuine engagement from Russia , this plan will obviously come to nothing . </claim>","<claim> But without a genuine engagement from Russia , this plan will obviously come to nothing . </claim>"
"Jordan would like to express its deep concern about the most recent developments in Sloviansk in the east of Ukraine , in addition to the spillover violence in other regions of the country , including in Odessa .","<premise> Jordan would like to express its deep concern about the most recent developments in Sloviansk in the east of Ukraine , in addition to the spillover violence in other regions of the country , including in Odessa . </premise>","<claim> Jordan would like to express its deep concern about the most recent developments in Sloviansk in the east of Ukraine , in addition to the spillover violence in other regions of the country , including in Odessa . </claim>"
"The Ukrainians did not want a political settlement ; they wanted a military one , so they get what they get .","<premise> The Ukrainians did not want a political settlement </premise> ; they wanted a military one, so they get what they get.","<premise> The Ukrainians did not want a political settlement ; they wanted a military one , so they get what they get . </premise>"
It is time for the international community to stand as one to ensure that those responsible for that tragic crime are held to account and to make every effort to bring to an end the violence and destabilization in Ukraine .,<claim> It is time for the international community to stand as one to ensure that those responsible for that tragic crime are held to account and to make every effort to bring to an end the violence and destabilization in Ukraine . </claim>,<claim> It is time for the international community to stand as one to ensure that those responsible for that tragic crime are held to account and to make every effort to bring to an end the violence and destabilization in Ukraine . </claim>
"First they stopped paying pensions and social benefits , and then imposed a blockade on humanitarian assistance .","<premise> First they stopped paying pensions and social benefits , and then imposed a blockade on humanitarian assistance . </premise>","<premise> First they stopped paying pensions and social benefits , and then imposed a blockade on humanitarian assistance . </premise>"
"In order to ensure the proper protection of civil rights and to eliminate the remnants of the totalitarian economy and the injustices of Yanukovych 's rule , Ukraine needs comprehensive reforms .","In order to ensure the proper protection of civil rights and to eliminate the remnants of the totalitarian economy and the injustices of Yanukovych 's rule, <claim> Ukraine needs comprehensive reforms . </claim>","<claim> In order to ensure the proper protection of civil rights and to eliminate the remnants of the totalitarian economy and the injustices of Yanukovych 's rule , Ukraine needs comprehensive reforms . </claim>"
"Immediately after the February uprising , Kyiv began to call dissenters "" bandits "" and "" terrorists "" , and then "" subhumans "" and "" insects "" .","<premise> Immediately after the February uprising , Kyiv began to call dissenters "" bandits "" and "" terrorists "" , and then "" subhumans "" and "" insects "" . </premise>","<premise> Immediately after the February uprising , Kyiv began to call dissenters "" bandits "" and "" terrorists "" , and then "" subhumans "" and "" insects "" . </premise>"
I will mention just one such report .,<premise> I will mention just one such report . </premise>,<premise> I will mention just one such report . </premise>
"He uses the terms "" bandits "" and "" terrorists "" .","<premise> He uses the terms "" bandits "" and "" terrorists "" . </premise>","<premise> He uses the terms "" bandits "" and "" terrorists "" . </premise>"
"A persistent focus , in particular at the OSCE and in the Security Council , on security and a peaceful resolution is needed to discourage Russia from future provocations and escalations and to force it to implement in full the commitments undertaken .","<claim> A persistent focus , in particular at the OSCE and in the Security Council , on security and a peaceful resolution is needed to discourage Russia from future provocations and escalations and to force it to implement in full the commitments undertaken . </claim>","<claim> A persistent focus , in particular at the OSCE and in the Security Council , on security and a peaceful resolution is needed to discourage Russia from future provocations and escalations and to force it to implement in full the commitments undertaken . </claim>"
"1 do think it would be good to conclude this meeting with such a statement , not asking every delegation what it is going to declare but rather make ajoint statement calling for a swift halt to all violence .","1 do think it would be good to conclude this meeting with such a statement, not asking every delegation what it is going to declare but rather make ajoint statement calling for a swift halt to all violence.","<claim> 1 do think it would be good to conclude this meeting with such a statement , not asking every delegation what it is going to declare but rather make ajoint statement calling for a swift halt to all violence . </claim>"
"We also reiterate our position that those responsible for the downing of Flight MH - l7 , as well as those who have obstructed access to its crash site and interfered with the investigation , must be brought to account .","<claim> We also reiterate our position that those responsible for the downing of Flight MH - l7 , as well as those who have obstructed access to its crash site and interfered with the investigation , must be brought to account . </claim>","<claim> We also reiterate our position that those responsible for the downing of Flight MH - l7 , as well as those who have obstructed access to its crash site and interfered with the investigation , must be brought to account . </claim>"
There are now no illegally armed protesters on Maidan Square and no armed self - defence groups patrolling the streets of Kyiv .,<premise> There are now no illegally armed protesters on Maidan Square and no armed self - defence groups patrolling the streets of Kyiv </premise> .,<premise> There are now no illegally armed protesters on Maidan Square and no armed self - defence groups patrolling the streets of Kyiv . </premise>
"We welcome the positive steps taken by Ukraine to fulfil the commitments set out in the Geneva statement adopted on 17 April by Ukraine , Russia , the European Union and the United States .","<claim> We welcome the positive steps taken by Ukraine to fulfil the commitments set out in the Geneva statement adopted on 17 April by Ukraine , Russia , the European Union and the United States . </claim>","<claim> We welcome the positive steps taken by Ukraine to fulfil the commitments set out in the Geneva statement adopted on 17 April by Ukraine , Russia , the European Union and the United States . </claim>"
These thugs have refused to implement the Geneva agreement that was intended to restore the Ukrainian State on its territory .,<claim> These thugs have refused to implement the Geneva agreement that was intended to restore the Ukrainian State on its territory . </claim>,<premise> These thugs have refused to implement the Geneva agreement that was intended to restore the Ukrainian State on its territory . </premise>
"The first falsehood is that the Ukrainians are carrying out a large - scale , uncontrolled , violent attack on unarmed civilians .","<claim> The first falsehood is that the Ukrainians are carrying out a large - scale , uncontrolled , violent attack on unarmed civilians . </claim>","<premise> The first falsehood is that the Ukrainians are carrying out a large - scale , uncontrolled , violent attack on unarmed civilians . </premise>"
We look forward to their assessment of the situation and we fully support their work .,We look forward to their assessment of the situation and <claim> we fully support their work </claim> .,<claim> We look forward to their assessment of the situation and we fully support their work . </claim>
The anti - terrorist forces in Ukraine have been repeatedly shelled from the territory of Russia .,<premise> The anti - terrorist forces in Ukraine have been repeatedly shelled from the territory of Russia . </premise>,<premise> The anti - terrorist forces in Ukraine have been repeatedly shelled from the territory of Russia . </premise>
"The Minister of Internal Affairs and Security Services has continued implementing a nationwide campaign to seize illegal arms from the population , and more than 6,000 weapons have been handed over recently .","<premise> The Minister of Internal Affairs and Security Services has continued implementing a nationwide campaign to seize illegal arms from the population , and more than 6,000 weapons have been handed over recently . </premise>","<premise> The Minister of Internal Affairs and Security Services has continued implementing a nationwide campaign to seize illegal arms from the population , and more than 6,000 weapons have been handed over recently . </premise>"
The carnage must end .,<claim> The carnage must end . </claim>,<claim> The carnage must end . </claim>
We are working hard in the OSCE .,<claim> We are working hard in the OSCE . </claim>,<premise> We are working hard in the OSCE . </premise>
"On 12 March , the intelligence group of the Russian armed forces that infiltrated the Herson territory from Crimea was detained at the control point .","<premise> On 12 March , the intelligence group of the Russian armed forces that infiltrated the Herson territory from Crimea was detained at the control point . </premise>","<premise> On 12 March , the intelligence group of the Russian armed forces that infiltrated the Herson territory from Crimea was detained at the control point . </premise>"
"Despite growing provocations , the Ukrainian authorities have taken a number of concrete steps to follow up on the Geneva statement .","<claim> Despite growing provocations , the Ukrainian authorities have taken a number of concrete steps to follow up on the Geneva statement . </claim>","Despite growing provocations, <claim> the Ukrainian authorities have taken a number of concrete steps to follow up on the Geneva statement . </claim>"
"The international community should continue to support the diplomatic efforts of all the parties concerned to arrive at a political settlement of the Ukrainian issue so as to collectively restore peace , stability and development in Ukraine as soon as possible .","<claim> The international community should continue to support the diplomatic efforts of all the parties concerned to arrive at a political settlement of the Ukrainian issue so as to collectively restore peace , stability and development in Ukraine as soon as possible . </claim>","<claim> The international community should continue to support the diplomatic efforts of all the parties concerned to arrive at a political settlement of the Ukrainian issue so as to collectively restore peace , stability and development in Ukraine as soon as possible . </claim>"
It should also seek to satisfy the reasonable concerns of all parties and achieve a balance of interests among them .,<claim> It should also seek to satisfy the reasonable concerns of all parties and achieve a balance of interests among them . </claim>,<claim> It should also seek to satisfy the reasonable concerns of all parties and achieve a balance of interests among them . </claim>
