text,label_value,label,prediction,predictions_text
" is concerned that the Home Secretary has provided to Parliament no assessment of the current threat these individuals may pose to the public through terrorist-related activity, and notes the recent finding of Mr Justice Wilkie that the Secretary of State does not accept that there is a general duty to tailor measures towards the end of a TPIM in order to facilitate assimilation",Law and Order: Positive,36,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence:  is concerned that the Home Secretary has provided to Parliament no assessment of the current threat these individuals may pose to the public through terrorist-related activity, and notes the recent finding of Mr Justice Wilkie that the Secretary of State does not accept that there is a general duty to tailor measures towards the end of a TPIM in order to facilitate assimilation
Output: Political Authority: Party
Sentence:  is concerned that the government’s proposed changes to the law will undermine the rights of the individual
Output: Human Rights
Sentence:  is concerned that the government’s proposed changes to the law will undermine"
and calls upon the Government to continue introducing and supporting policies that keep the UK at the forefront of this revolution in the future.,Economic Goals,21,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence: and calls upon the Government to continue introducing and supporting policies that keep the UK at the forefront of this revolution in the future.
Output: Technology and Infrastructure: Positive
Sentence: the government's decision to increase the number of police officers in the city
Output: Law and Order: Positive
Sentence: the government's decision to increase the number of police officers in the city
"
That this House recalls the Prime Minister's assertion that Iraq possessed weapons of mass destruction capable of being used at 45 minutes' notice,Military: Negative,1,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence: That this House recalls the Prime Minister's assertion that Iraq possessed weapons of mass destruction capable of being used at 45 minutes' notice
Output: Political Authority: Party
Sentence: the government's decision to introduce a new tax on imported goods
Output: Protectionism: Negative
Sentence: the government's decision to invest in renewable energy sources
Output: Environmental Protection
Sentence: the"
That this House notes New Economics Foundation research showing that local economies benefit twice as much from a pound spent in a pub rather than a supermarket,Market Regulation,17,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence: That this House notes New Economics Foundation research showing that local economies benefit twice as much from a pound spent in a pub rather than a supermarket
Output: Economic Planning
Sentence: the government’s decision to increase the number of police officers in the city
Output: Law and Order: Positive
Sentence: the government’s decision to increase the number of police officers in the city
Output: Political"
further acknowledges the recommendations of Lord Ashcroft in his report on The Veterans Transition Review,Military: Positive,0,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence: further acknowledges the recommendations of Lord Ashcroft in his report on The Veterans Transition Review
Output: Political Authority: Party
Sentence: highlights the importance of the role of the local council in providing a range of services to the community
Output: Governative and Administrative Efficiency
Sentence: notes that the government's policy on the regulation of financial markets"
and calls on the Government to ensure that all schools have the funding that they need to provide an excellent education for every child.,Education Expansion,33,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence: and calls on the Government to ensure that all schools have the funding that they need to provide an excellent education for every child.
Output: Education Expansion
Sentence: the government is considering a new policy on the regulation of financial markets
Output: Market Regulation
Sentence: the government is considering a new policy on the regulation of financial markets
Output: Market Regulation
Sentence: the government is"
calls for a greater international effort through the United Nations to secure the position of such displaced people,Internationalism: Positive,3,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence: calls for a greater international effort through the United Nations to secure the position of such displaced people
Output: Internationalism: Positive
Sentence: highlights the importance of a strong national identity and the preservation of national traditions
Output: National Way of Life: Positive
Sentence: points out that the government's economic policies are designed to promote economic growth
Output"
and calls on the Secretary of State for Health to work with NHS England and the RCGP to secure the financial future of local GP services as a matter of urgency.,Welfare State Expansion,31,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence: and calls on the Secretary of State for Health to work with NHS England and the RCGP to secure the financial future of local GP services as a matter of urgency.
Output: Keynesian Demand Management
Sentence: highlights the need for a more robust and effective system of public procurement
Output: Governative and Administrative Efficiency
Sentence: is concerned about the impact of the proposed changes on the rights of patients to access their medical records"
"That this House notes that the horseracing industry supports employment of 100,000 people in Britain and that the racing industry contributes £3.5 billion to the UK economy each year",Economic Goals,21,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence: That this House notes that the horseracing industry supports employment of 100,000 people in Britain and that the racing industry contributes £3.5 billion to the UK economy each year
Output: Economic Growth: Positive
Sentence: the government's decision to increase the number of police officers in the streets
Output: Law and Order: Positive
Sentence: the government's decision to increase the number of police officers in the streets
Output"
notes that regulated rail fares have risen by 32 per cent since 2010 while planned investment has been cancelled,Technology and Infrastructure: Positive,24,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence: notes that regulated rail fares have risen by 32 per cent since 2010 while planned investment has been cancelled
Output: Political Corruption
Sentence: highlights the importance of a strong national identity
Output: National Way of Life: Positive
Sentence: suggests that the government should invest in renewable energy sources
Output: Environmental Protection
Sentence: points out that the government’s"
" believes that these deficits threaten the delivery of NHS services, through service cuts, freezing of staff vacancies and redundancies, bed closures and the closure of services in community hospitals",Welfare State Expansion,31,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence:  believes that these deficits threaten the delivery of NHS services, through service cuts, freezing of staff vacancies and redundancies, bed closures and the closure of services in community hospitals
Output: Welfare State Limitation
Sentence:  highlights the importance of the role of the police in maintaining law and order
Output: Law and Order: Positive
Sentence:  argues that the government's policy of austerity is a misguided attempt to address the"
believes that cutting spending and raising taxes too far and too fast has choked off the recovery and pushed up unemployment and that it was a mistake for the Government to abolish the Future Jobs Fund,Economic Growth: Positive,23,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence: believes that cutting spending and raising taxes too far and too fast has choked off the recovery and pushed up unemployment and that it was a mistake for the Government to abolish the Future Jobs Fund
Output: Keynesian Demand Management
Sentence: is worried about the potential for the new law to be used to suppress dissent and criticism
Output: Human Rights
Sentence: is concerned about the impact of the new law on the rights of people to protest
Output"
and believes that the assets of community hospitals should remain for the benefit of their community while allowing them greater freedom to explore different ownership models.,Incentives: Positive,16,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence: and believes that the assets of community hospitals should remain for the benefit of their community while allowing them greater freedom to explore different ownership models.
Output: Decentralisation: Positive
Sentence: the government’s decision to increase the number of police officers in the city
Output: Law and Order: Positive
Sentence: the government’s decision to increase the number of police officers in the city
Output"
" and calls on the Government to conduct a comprehensive investigation into the performance of Concentrix under its contract with HMRC, which includes a consideration of the potential effect on other HMRC services, take urgent action to compensate people who have erroneously had tax credits withdrawn by the company, and in doing so mitigate any adverse effect or reduction in service for claimants.",Market Regulation,17,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence:  and calls on the Government to conduct a comprehensive investigation into the performance of Concentrix under its contract with HMRC, which includes a consideration of the potential effect on other HMRC services, take urgent action to compensate people who have erroneously had tax credits withdrawn by the company, and in doing so mitigate any adverse effect or reduction in service for claimants.
Output: Political Corruption
Sentence:  the government’s commitment to the ‘levelling up’ agenda, which is designed to reduce regional inequalities and promote economic growth across the country
Output: Economic Growth: Positive
Sentence:  the need to ensure that"
notes that proposals for infrastructure investment outlined in the Autumn Statement are predominantly focused in sectors that typically employ more men than women,Equality: Positive,30,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence: notes that proposals for infrastructure investment outlined in the Autumn Statement are predominantly focused in sectors that typically employ more men than women
Output: Middle Class and Professional Groups
Sentence: highlights the importance of the rule of law and the protection of individual rights
Output: Human Rights
Sentence: suggests that the government's policy on immigration is a key factor in the rise of populist sentiment
"
"That this House takes note of European Union Documents No. 16844/11, No. 16845/11, No. 16846/11, No. 16847/11, No. 16848/11, No. 6708/12 and Addenda 1–3, No. 9007/12, No. 12356/12, and No. 13620/12, relating to the Commission’s proposal on the next Multiannual Financial Framework (MFF), 2014–2020",European Union: Negative,5,none,"You are a motion policy preference classification assistant. Classify the motions using the following labels:Military: Positive, Military: Negative, Peace, Internationalism: Positive, European Union: Positive, European Union: Negative, Human Rights, Direct Democracy: Positive, Constitutionalism: Positive, Constitutionalism: Negative, Decentralisation: Positive, Centralisation: Positive, Governative and Administrative Efficiency, Political Corruption, Political Authority: Party, Free Market Economy, Incentives: Positive, Market Regulation, Economic Planning, Corporatism/Mixed Economy, Protectionism: Negative, Economic Goals, Keynesian Demand Management, Economic Growth: Positive, Technology and Infrastructure: Positive, Controlled Economy, Nationalisation, Economic Orthodoxy, Environmental Protection, Culture: Positive, Equality: Positive, Welfare State Expansion, Welfare State Limitation, Education Expansion, National Way of Life: Positive, National Way of Life: Negative, Law and Order: Positive, Civic Mindedness: Positive, Multiculturalism: Positive, Multiculturalism: Negative, Labour Groups: Positive, Agriculture and Farmers: Positive, Middle Class and Professional Groups, Underprivileged Minority Groups, Non-economic Demographic Groups

Sentence: expresses concern about the impact of the Care Records Service on patient confidentiality
Output: Human Rights
Sentence: condemns the pursuit of uniformity at the expense of diversity
Output: Equality: Positive
Sentence: observes that the Health and Safety Act 1974 made it a legal necessity for workplaces to train someone in medical first aid
Output: Labour Groups: Positive
Sentence: That this House takes note of European Union Documents No. 16844/11, No. 16845/11, No. 16846/11, No. 16847/11, No. 16848/11, No. 6708/12 and Addenda 1–3, No. 9007/12, No. 12356/12, and No. 13620/12, relating to the Commission’s proposal on the next Multiannual Financial Framework (MFF), 2014–2020
Output: European Union: Positive
Sentence: the government’s decision to increase the number of police officers in the city
Output: Law and Order: Positive
Sentence: the government’s decision to increase the number of police officers in the city
Output"
