text,label,label_value,prediction,predictions_text
"I resent that comment [SEP] the statement that Senator Kennedy made was that - to the effect that there were trigger-happy Republicans, that my stand on Quemoy and Matsu was an indication of trigger-happy Republicans",0,attack,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: I resent that comment [SEP] the statement that Senator Kennedy made was that - to the effect that there were trigger-happy Republicans, that my stand on Quemoy and Matsu was an indication of trigger-happy Republicans
Output: attack
```tool_code
print(""attack"")
```
"
I do not mean by that that one party is a war party and the other party is a peace party [SEP] I do say that any statement to the effect that the Republican party is trigger-happy is belied by the record,0,attack,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: I do not mean by that that one party is a war party and the other party is a peace party [SEP] I do say that any statement to the effect that the Republican party is trigger-happy is belied by the record
Output: attack
```tool_code
print(""attack"")
```"
I would ask him to name one Republican president who led this nation into war [SEP] I do say that any statement to the effect that the Republican party is trigger-happy is belied by the record,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: I would ask him to name one Republican president who led this nation into war [SEP] I do say that any statement to the effect that the Republican party is trigger-happy is belied by the record
Output: attack
```tool_code
print(""attack"")
```"
I would remind Senator Kennedy of the past fifty years [SEP] I would ask him to name one Republican president who led this nation into war,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: I would remind Senator Kennedy of the past fifty years [SEP] I would ask him to name one Republican president who led this nation into war
Output: attack
```python
def classify_relation(sentence1, sentence2):
    """"""
    Classifies the relationship between two sentences.

    Args:
        sentence1 (str): The first sentence.
        sentence2 (str"
We've been strong [SEP] that doesn't indicate that we're trigger-happy,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: We've been strong [SEP] that doesn't indicate that we're trigger-happy
Output: support
"
there isn't any question about the necessity of defending Berlin [SEP] We will meet our commitments to maintain the freedom and independence of West Berlin,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: there isn't any question about the necessity of defending Berlin [SEP] We will meet our commitments to maintain the freedom and independence of West Berlin
Output: support
Sentence: The government is not going to give up on its efforts to find a solution to the crisis [SEP] The government is determined to continue its efforts to find a solution to the crisis
Output: support
Sentence: The government is"
"when we're in the kind of a race we're in, we have got to see that America grows just as fast as we can, provided we grow soundly [SEP] I am never satisfied with the economic growth of this country",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: when we're in the kind of a race we're in, we have got to see that America grows just as fast as we can, provided we grow soundly [SEP] I am never satisfied with the economic growth of this country
Output: attack
"
"I'm not satisfied with it even if there were no Communism in the world [SEP] when we're in the kind of a race we're in, we have got to see that America grows just as fast as we can, provided we grow soundly",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: I'm not satisfied with it even if there were no Communism in the world [SEP] when we're in the kind of a race we're in, we have got to see that America grows just as fast as we can, provided we grow soundly
Output: attack
```tool_code
print(""attack"")
```"
even though the growth in this Administration has been twice as much as it was in the Truman Administration [SEP] that isn't good enough,0,attack,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: even though the growth in this Administration has been twice as much as it was in the Truman Administration [SEP] that isn't good enough
Output: no_relation
"
that isn't good enough [SEP] I am never satisfied with the economic growth of this country,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: that isn't good enough [SEP] I am never satisfied with the economic growth of this country
Output: attack
Sentence: I am not sure if I can do this [SEP] I am going to ask my boss for a raise
Output: no_relation
Sentence: I am happy to help [SEP] I am going to ask my boss"
"I believe basically that what we have to do is to stimulate that sector of America, the private enterprise sector of the economy, in which there is the greatest possibility for expansion [SEP] I advocate a program of tax reform which will stimulate more investment in our economy",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: I believe basically that what we have to do is to stimulate that sector of America, the private enterprise sector of the economy, in which there is the greatest possibility for expansion [SEP] I advocate a program of tax reform which will stimulate more investment in our economy
Output: support
[SEP] I am not sure if you are aware of the fact that the United States is the only country in the world that does not have a national health care system [SEP] I am not sure if you are aware of the fact"
"I refer, for example, to distressed areas [SEP] we have to move on other areas that are holding back growth",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: I refer, for example, to distressed areas [SEP] we have to move on other areas that are holding back growth
Output: support
"
we have to move on other areas that are holding back growth [SEP] We have to move into those areas with programs so that we make adequate use of the resources of those areas,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: we have to move on other areas that are holding back growth [SEP] We have to move into those areas with programs so that we make adequate use of the resources of those areas
Output: support
Sentence: I am not sure if this is the right approach [SEP] I am not sure if this is the right approach
Output: no_relation
Sentence: I am not sure if this is the right approach [SEP] I"
the equality of opportunity for employment and education is not just for the benefit of the minority groups [SEP] it's for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: the equality of opportunity for employment and education is not just for the benefit of the minority groups [SEP] it's for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need
Output: support
"
"we need programs, particularly in higher education, which will stimulate scientific breakthroughs which will bring more growth [SEP] it's for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: we need programs, particularly in higher education, which will stimulate scientific breakthroughs which will bring more growth [SEP] it's for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need
Output: support
[SEP]
The government is not doing enough to support the arts [SEP]
the arts are a vital part of our culture and economy
Output: support
[SEP]
the president is a terrible person [SEP]
"
He's been traveling in some other country [SEP] Anybody who says America's been standing still for the last seven and a half years hasn't been traveling around America,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: He's been traveling in some other country [SEP] Anybody who says America's been standing still for the last seven and a half years hasn't been traveling around America
Output: attack
```tool_code
print(""attack"")
```"
We have been moving [SEP] America has not been standing still,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: We have been moving [SEP] America has not been standing still
Output: support
"
We have been moving much faster than we did in the Truman years [SEP] America has not been standing still,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: We have been moving much faster than we did in the Truman years [SEP] America has not been standing still
Output: no_relation
"
we can and must move faster [SEP] that's why I stand so strongly for programs that will move America forward in the sixties,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: we can and must move faster [SEP] that's why I stand so strongly for programs that will move America forward in the sixties
Output: support
"
"Even if you put his income up ten percent, that would be two and three-quarters percent three pers- or three cents out of that twenty-five cents [SEP] the farmer who grows wheat gets about two and a half cents out of a twenty-five-cent loaf of bread",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: Even if you put his income up ten percent, that would be two and three-quarters percent three pers- or three cents out of that twenty-five cents [SEP] the farmer who grows wheat gets about two and a half cents out of a twenty-five-cent loaf of bread
Output: no_relation
"
"The t- man who grows tomatoes - it costs less for those tomatoes than it does for the label on the can [SEP] Even if you put his income up ten percent, that would be two and three-quarters percent three pers- or three cents out of that twenty-five cents",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: The t- man who grows tomatoes - it costs less for those tomatoes than it does for the label on the can [SEP] Even if you put his income up ten percent, that would be two and three-quarters percent three pers- or three cents out of that twenty-five cents
Output: no_relation
"
the farmer who grows wheat gets about two and a half cents out of a twenty-five-cent loaf of bread [SEP] that under my agricultural program food prices would go up twenty-five percent. That's untrue,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: the farmer who grows wheat gets about two and a half cents out of a twenty-five-cent loaf of bread [SEP] that under my agricultural program food prices would go up twenty-five percent. That's untrue
Output: attack
```tool_code
print(""attack"")
```"
that under my agricultural program food prices would go up twenty-five percent. That's untrue [SEP] anybody who suggests that that program would c- come to any figure indicated by the Vice President is in error,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: that under my agricultural program food prices would go up twenty-five percent. That's untrue [SEP] anybody who suggests that that program would c- come to any figure indicated by the Vice President is in error
Output: attack
"
The Vice President suggested a number of things [SEP] anybody who suggests that that program would c- come to any figure indicated by the Vice President is in error,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: The Vice President suggested a number of things [SEP] anybody who suggests that that program would c- come to any figure indicated by the Vice President is in error
Output: attack
"
He suggested we pass an aid to education bill [SEP] The Vice President suggested a number of things,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: He suggested we pass an aid to education bill [SEP] The Vice President suggested a number of things
Output: no_relation

Sentence: I am not going to support this bill [SEP] I am going to vote against it
Output: support

Sentence: I am not going to support this bill [SEP] I am going to"
The Administration has vetoed that bill passed by the Congress twice [SEP] He suggested that we aid distressed areas,0,attack,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: The Administration has vetoed that bill passed by the Congress twice [SEP] He suggested that we aid distressed areas
Output: support
Sentence: The company's profits have increased significantly [SEP] The CEO is accused of fraud
Output: attack
Sentence: The President signed the bill into law [SEP] The opposition party is criticizing the President's decision
Output"
the Administration and the Republican majority in the Congress has opposed any realistic aid to education [SEP] He suggested we pass an aid to education bill,0,attack,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: the Administration and the Republican majority in the Congress has opposed any realistic aid to education [SEP] He suggested we pass an aid to education bill
Output: attack
```tool_code
print(""attack"")
```
"
This Administration and this country last year had the lowest rate of economic growth - which means jobs - of any major industrialized society in the world in 1959 [SEP] even though the growth in this Administration has been twice as much as it was in the Truman Administration,0,attack,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: This Administration and this country last year had the lowest rate of economic growth - which means jobs - of any major industrialized society in the world in 1959 [SEP] even though the growth in this Administration has been twice as much as it was in the Truman Administration
Output: no_relation
---
Sentence: The President said he would not be drawn into a debate about the merits of the bill [SEP] but he said he would support it if it was amended to include a provision for a national job guarantee
Output"
"This Administration and this country last year had the lowest rate of economic growth - which means jobs - of any major industrialized society in the world in 1959 [SEP] when we have to find twenty-five thousand new jobs a week for the next ten years, we're going to have to grow more",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: This Administration and this country last year had the lowest rate of economic growth - which means jobs - of any major industrialized society in the world in 1959 [SEP] when we have to find twenty-five thousand new jobs a week for the next ten years, we're going to have to grow more
Output: no_relation
---
Sentence: The President's economic program is a failure [SEP] The President's economic program is a failure
Output: support
---
Sentence: The President's economic program is a failure [SEP]"
The last eight years the average growth has been about two and a half per cent [SEP] That's why we don't have full employment today,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: The last eight years the average growth has been about two and a half per cent [SEP] That's why we don't have full employment today
Output: no_relation
"
"when we have to find twenty-five thousand new jobs a week for the next ten years, we're going to have to grow more [SEP] That's why we don't have full employment today",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: when we have to find twenty-five thousand new jobs a week for the next ten years, we're going to have to grow more [SEP] That's why we don't have full employment today
Output: support
"
"the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added [SEP] the Administration and the Republican majority in the Congress has opposed any realistic aid to education",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: the Vice President cast the deciding vote against federal aid for teachers' salaries in the Senate, which prevented that being added [SEP] the Administration and the Republican majority in the Congress has opposed any realistic aid to education
Output: support
Sentence: the President's new proposal to cut funding for education is being criticized by teachers' unions [SEP] the President's proposal to cut funding for education is being criticized by teachers' unions
Output: no_relation
Sentence"
"even though we have maintained, as I pointed out in our first debate, the absolute gap over the Soviet Union [SEP] that isn't good enough",0,attack,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: even though we have maintained, as I pointed out in our first debate, the absolute gap over the Soviet Union [SEP] that isn't good enough
Output: no_relation
"
America must be able to grow enough not only to take care of our needs at home for better education and housing and health - all these things we want [SEP] that isn't good enough,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: America must be able to grow enough not only to take care of our needs at home for better education and housing and health - all these things we want [SEP] that isn't good enough
Output: support
"
"We've got to grow enough to maintain the forces that we have abroad and to wage the non-military battle for the war - uh - for the world in Asia, in Africa and Latin America [SEP] that isn't good enough",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: We've got to grow enough to maintain the forces that we have abroad and to wage the non-military battle for the war - uh - for the world in Asia, in Africa and Latin America [SEP] that isn't good enough
Output: attack
```tool_code
print(""attack"")
```"
"It's going to cost more money [SEP] We've got to grow enough to maintain the forces that we have abroad and to wage the non-military battle for the war - uh - for the world in Asia, in Africa and Latin America",0,attack,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: It's going to cost more money [SEP] We've got to grow enough to maintain the forces that we have abroad and to wage the non-military battle for the war - uh - for the world in Asia, in Africa and Latin America
Output: support
"
"growth will help us to win that battle [SEP] when we're in the kind of a race we're in, we have got to see that America grows just as fast as we can, provided we grow soundly",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: growth will help us to win that battle [SEP] when we're in the kind of a race we're in, we have got to see that America grows just as fast as we can, provided we grow soundly
Output: support
"
We also have to see that all of the people of the United States - the tremendous talents that our people have - are used adequately [SEP] it's for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: We also have to see that all of the people of the United States - the tremendous talents that our people have - are used adequately [SEP] it's for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need
Output: support
"
We have to move into those areas with programs so that we make adequate use of the resources of those areas [SEP] we have to move on other areas that are holding back growth,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: We have to move into those areas with programs so that we make adequate use of the resources of those areas [SEP] we have to move on other areas that are holding back growth
Output: no_relation
"
it's for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need [SEP] We have to move into those areas with programs so that we make adequate use of the resources of those areas,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: it's for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need [SEP] We have to move into those areas with programs so that we make adequate use of the resources of those areas
Output: support
[SEP]
The company is trying to make a profit, but the employees are being treated unfairly [SEP] The company is trying to make a profit, but the employees are being treated unfairly
Output: attack
[SEP]
"
Anybody who says America's been standing still for the last seven and a half years hasn't been traveling around America [SEP] America has not been standing still,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: Anybody who says America's been standing still for the last seven and a half years hasn't been traveling around America [SEP] America has not been standing still
Output: attack
```python
def classify_relation(sentence1, sentence2):
    """"""
    Classifies the relation between two sentences.

    Args:
        sentence1 (str): The first sentence.
        sentence2 (str"
move her forward so that we can stay ahead of the Soviet Union and win the battle for freedom and peace [SEP] that's why I stand so strongly for programs that will move America forward in the sixties,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: move her forward so that we can stay ahead of the Soviet Union and win the battle for freedom and peace [SEP] that's why I stand so strongly for programs that will move America forward in the sixties
Output: support
[SEP]
I am not going to stand here and listen to you tell me that the United States should not be involved in the Vietnam War [SEP]
I am a man who believes in the United States and I believe in the"
He suggested that we aid distressed areas [SEP] The Vice President suggested a number of things,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: He suggested that we aid distressed areas [SEP] The Vice President suggested a number of things
Output: support
Sentence: I am not sure if he is a good person [SEP] He is a good person
Output: no_relation
Sentence: I am not sure if he is a good person [SEP] He is a bad person
"
Governor Rockefeller says five per cent [SEP] The last eight years the average growth has been about two and a half per cent,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: Governor Rockefeller says five per cent [SEP] The last eight years the average growth has been about two and a half per cent
Output: support
"
The Democratic platform and others say five per cent [SEP] That's why we don't have full employment today,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: The Democratic platform and others say five per cent [SEP] That's why we don't have full employment today
Output: support
Sentence: The company's stock price is down [SEP] The company's stock price is up
Output: attack
Sentence: The president is a good man [SEP] He is a terrible person
Output: no_relation"
Many say four and a half per cent [SEP] That's why we don't have full employment today,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: Many say four and a half per cent [SEP] That's why we don't have full employment today
Output: support
"
I believe all of those should be gone over in detail to make sure that no one is getting a tax break [SEP] to make sure that no one is getting away from paying the taxes he ought to pay,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: I believe all of those should be gone over in detail to make sure that no one is getting a tax break [SEP] to make sure that no one is getting away from paying the taxes he ought to pay
Output: support
Sentence: I am not sure if I can do this, but I will try my best to do it [SEP] I am not sure if I can do this, but I will try my best to do it
Output: no_"
"there are about a hundred and four commodities that have some kind of depletion allowance - different kind of minerals, including oil [SEP] I believe all of those should be gone over in detail to make sure that no one is getting a tax break",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: there are about a hundred and four commodities that have some kind of depletion allowance - different kind of minerals, including oil [SEP] I believe all of those should be gone over in detail to make sure that no one is getting a tax break
Output: support
Sentence: I'm not sure if you're aware that the company is currently facing a significant financial crisis [SEP] I'm worried that the company's future is in jeopardy
Output: attack
Sentence: I'm"
I believe all of those should be gone over in detail to make sure that no one is getting a tax break [SEP] it includes everything within the range of taxation,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: I believe all of those should be gone over in detail to make sure that no one is getting a tax break [SEP] it includes everything within the range of taxation
Output: no_relation
```
Sentence: The company's profits have increased significantly this year [SEP] this is due to the successful implementation of new strategies and increased sales
Output: support
```
Sentence: The CEO announced a new initiative to"
We want to be sure it's fair and equitable [SEP] to make sure that no one is getting away from paying the taxes he ought to pay,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: We want to be sure it's fair and equitable [SEP] to make sure that no one is getting away from paying the taxes he ought to pay
Output: attack
```tool_code
print(""attack"")
```"
it includes everything within the range of taxation [SEP] It includes oil abroad,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: it includes everything within the range of taxation [SEP] It includes oil abroad
Output: support
Sentence: I am not sure if this is the right person to talk to [SEP] I am not sure if this is the right person to talk to
Output: support
Sentence: I am not sure if this is the right person"
It includes oil abroad [SEP] Perhaps that oil abroad should be treated differently than the oil here at home,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: It includes oil abroad [SEP] Perhaps that oil abroad should be treated differently than the oil here at home
Output: support
Sentence: I'm not sure if I can do this [SEP] I'm not sure if I can do this
Output: no_relation
Sentence: I'm not sure if I can do this [SEP] I"
Perhaps that oil abroad should be treated differently than the oil here at home [SEP] it includes everything within the range of taxation,0,attack,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: Perhaps that oil abroad should be treated differently than the oil here at home [SEP] it includes everything within the range of taxation
Output: no_relation
"
"I believe all of those should be gone over in detail to make sure that no one is getting a tax break [SEP] I can assure you that if I'm elected president, the whole spectrum of taxes will be gone through carefully",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: I believe all of those should be gone over in detail to make sure that no one is getting a tax break [SEP] I can assure you that if I'm elected president, the whole spectrum of taxes will be gone through carefully
Output: support
Sentence: I'm not sure if I can do that, but I'm willing to try [SEP] I'm not sure if I can do that, but I'm willing to try
Output: no_relation
"
"to make sure that no one is getting away from paying the taxes he ought to pay [SEP] I can assure you that if I'm elected president, the whole spectrum of taxes will be gone through carefully",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: to make sure that no one is getting away from paying the taxes he ought to pay [SEP] I can assure you that if I'm elected president, the whole spectrum of taxes will be gone through carefully
Output: support
Sentence: I'm not sure if I can do this, but I'm willing to try [SEP] I'm not sure if I can do this, but I'm willing to try
Output: no_relation
"
"it includes everything within the range of taxation [SEP] I can assure you that if I'm elected president, the whole spectrum of taxes will be gone through carefully",1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: it includes everything within the range of taxation [SEP] I can assure you that if I'm elected president, the whole spectrum of taxes will be gone through carefully
Output: support
Sentence: I am not sure if you are right [SEP] I am not sure if you are right
Output: no_relation
Sentence: I am not sure if you are right [SEP] I am not sure if you are"
They're moving about eight or nine days in Texas [SEP] Particularly some of the smaller producers,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: They're moving about eight or nine days in Texas [SEP] Particularly some of the smaller producers
Output: no_relation
"
Particularly some of the smaller producers [SEP] the oil industry recently has had hard times,1,support,support,"You are a relation classification assistant. Classify the sentences separated by [SEP] using the labels: support, attack, no_relation

Sentence: Particularly some of the smaller producers [SEP] the oil industry recently has had hard times
Output: support
"
